epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2178,0.8144,0.7679,0.9773,0.0,0.1095,0.9478,0.9083,0.9368,0.8,0.1644,0.9106,0.8947,0.9574,0.6
1,0.2156,0.8435,0.8036,0.9286,0.4286,0.1008,0.9482,0.9083,0.9263,0.84,0.183,0.83,0.7895,0.8261,0.6364
2,0.1936,0.7515,0.7143,0.7111,0.7273,0.0992,0.9491,0.9167,0.9263,0.88,0.1667,0.9028,0.807,0.8125,0.7778
3,0.2088,0.7993,0.7321,0.7143,0.7857,0.0983,0.9486,0.9167,0.9263,0.88,0.1746,0.8809,0.7544,0.7447,0.8
4,0.188,0.8352,0.6964,0.6591,0.8333,0.0973,0.9499,0.9167,0.9263,0.88,0.188,0.8741,0.7368,0.7045,0.8462
5,0.1768,0.766,0.7321,0.766,0.5556,0.0969,0.9499,0.9167,0.9263,0.88,0.1733,0.8194,0.7368,0.75,0.6667
6,0.1974,0.7961,0.6607,0.6279,0.7692,0.0963,0.9507,0.9083,0.9158,0.88,0.1976,0.8077,0.7018,0.6818,0.7692
7,0.1739,0.8609,0.7679,0.7609,0.8,0.0981,0.9503,0.9083,0.9263,0.84,0.1983,0.8094,0.7544,0.7727,0.6923
8,0.1679,0.7734,0.7143,0.7292,0.625,0.0998,0.9512,0.9083,0.9263,0.84,0.1652,0.9407,0.8596,0.8478,0.9091
9,0.1775,0.9374,0.875,0.8837,0.8462,0.0962,0.952,0.9083,0.9263,0.84,0.1539,0.9375,0.8246,0.8125,0.8889
10,0.2041,0.6889,0.7321,0.8,0.4545,0.0954,0.9516,0.9083,0.9158,0.88,0.1651,0.824,0.7719,0.7755,0.75
11,0.1585,0.7609,0.8036,0.8571,0.4286,0.0992,0.9533,0.9083,0.9263,0.84,0.1795,0.8636,0.8246,0.8696,0.6364
12,0.167,0.844,0.75,0.766,0.6667,0.098,0.9554,0.9083,0.9263,0.84,0.178,0.9441,0.8596,0.9091,0.6923
13,0.1627,0.8307,0.7857,0.8333,0.5,0.1012,0.9562,0.9,0.9263,0.8,0.1771,0.8234,0.807,0.8723,0.5
14,0.2015,0.8759,0.75,0.8095,0.5714,0.0937,0.9558,0.9083,0.9263,0.84,0.1771,0.8577,0.7368,0.7391,0.7273
15,0.1871,0.8658,0.8036,0.814,0.7692,0.0917,0.9558,0.9,0.9053,0.88,0.1817,0.8557,0.6667,0.6087,0.9091
16,0.1814,0.7804,0.75,0.7609,0.7,0.093,0.9571,0.9083,0.9263,0.84,0.1605,0.8681,0.8246,0.8542,0.6667
17,0.182,0.8658,0.8214,0.814,0.8462,0.0918,0.9549,0.9083,0.9158,0.88,0.1842,0.834,0.7193,0.6957,0.8182
18,0.1556,0.8411,0.8571,0.8958,0.625,0.0945,0.9554,0.9083,0.9263,0.84,0.1912,0.8787,0.7895,0.7907,0.7857
19,0.169,0.8902,0.8929,0.9091,0.8333,0.0932,0.9558,0.9083,0.9263,0.84,0.1822,0.8811,0.7719,0.7727,0.7692
20,0.1876,0.7348,0.7857,0.8478,0.5,0.0926,0.9562,0.9083,0.9263,0.84,0.1616,0.9352,0.7719,0.7333,0.9167
21,0.1841,0.7239,0.6964,0.7174,0.6,0.0915,0.9571,0.9167,0.9263,0.88,0.1793,0.8776,0.807,0.7727,0.9231
22,0.1936,0.7192,0.6786,0.7111,0.5455,0.095,0.9566,0.9083,0.9263,0.84,0.1564,0.963,0.8596,0.8444,0.9167
