epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2008,0.7963,0.8222,0.9722,0.2222,0.147,0.8817,0.8167,0.8316,0.76,0.1667,0.8684,0.8696,0.9474,0.5
1,0.206,0.8155,0.7556,0.8235,0.5455,0.1446,0.8808,0.8,0.8105,0.76,0.1698,0.8586,0.8261,0.9211,0.375
2,0.1863,0.8371,0.7333,0.7714,0.6,0.1445,0.8834,0.7833,0.7684,0.84,0.1681,0.8095,0.8913,0.9487,0.5714
3,0.1868,0.8457,0.7333,0.7143,0.8,0.1446,0.8834,0.7833,0.7684,0.84,0.1754,0.8355,0.7826,0.7895,0.75
4,0.1831,0.7027,0.6889,0.7027,0.625,0.1445,0.8813,0.8,0.7895,0.84,0.2419,0.701,0.7826,0.8824,0.5
5,0.1527,0.9459,0.8889,0.8649,1.0,0.1448,0.8817,0.8,0.7895,0.84,0.1858,0.8288,0.8261,0.9189,0.4444
6,0.1811,0.8543,0.7778,0.7429,0.9,0.1456,0.8804,0.7833,0.7684,0.84,0.1893,0.8799,0.8696,0.8529,0.9167
7,0.1654,0.782,0.8222,0.8684,0.5714,0.1452,0.8783,0.7917,0.8,0.76,0.2164,0.8182,0.7609,0.7879,0.6923
8,0.1484,0.8162,0.7111,0.7436,0.5,0.1459,0.8787,0.8,0.8105,0.76,0.1836,0.8168,0.8261,0.9189,0.4444
9,0.2169,0.8106,0.8,0.9091,0.5,0.1455,0.8779,0.8,0.8,0.8,0.2013,0.63,0.7609,0.8462,0.2857
10,0.1862,0.8025,0.7333,0.7778,0.5556,0.1455,0.8779,0.8083,0.8,0.84,0.1925,0.5708,0.7174,0.775,0.3333
11,0.1339,0.935,0.8222,0.825,0.8,0.1455,0.8779,0.8,0.8,0.8,0.2059,0.7538,0.8261,0.9189,0.4444
12,0.2215,0.4257,0.5333,0.5946,0.25,0.1455,0.8779,0.8,0.8,0.8,0.1974,0.875,0.8696,0.9118,0.75
13,0.1791,0.7669,0.6889,0.7027,0.625,0.1454,0.8779,0.8083,0.8,0.84,0.1982,0.7336,0.8261,0.8947,0.5
14,0.1951,0.9255,0.8222,0.8125,0.8462,0.1456,0.8783,0.7917,0.7789,0.84,0.1677,0.9139,0.8478,0.8889,0.7
15,0.2041,0.863,0.8,0.7812,0.8462,0.1457,0.8783,0.7833,0.7684,0.84,0.1692,0.9099,0.8696,0.9189,0.6667
16,0.1849,0.5513,0.6,0.641,0.3333,0.1457,0.8783,0.7833,0.7684,0.84,0.1559,0.8498,0.8478,0.8718,0.7143
17,0.1781,0.9057,0.7778,0.8286,0.6,0.1457,0.8783,0.7833,0.7684,0.84,0.2219,0.7429,0.8478,0.9429,0.5455
18,0.1206,0.95,0.8889,0.9,0.8,0.1457,0.8783,0.7833,0.7684,0.84,0.2261,0.7351,0.8043,0.8571,0.6364
19,0.1847,0.7932,0.7556,0.7778,0.6667,0.1457,0.8783,0.7833,0.7684,0.84,0.1444,0.9304,0.8696,0.8974,0.7143
