epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1929,0.8395,0.8222,0.9722,0.2222,0.147,0.8817,0.8167,0.8316,0.76,0.1602,0.8849,0.8696,0.9474,0.5
1,0.1986,0.8583,0.8,0.8529,0.6364,0.1446,0.8808,0.7917,0.8,0.76,0.1633,0.8849,0.8261,0.9211,0.375
2,0.1789,0.8686,0.7556,0.8,0.6,0.1445,0.8834,0.7833,0.7684,0.84,0.161,0.8608,0.913,0.9744,0.5714
3,0.1795,0.8857,0.7556,0.7143,0.9,0.1447,0.8829,0.7833,0.7684,0.84,0.1684,0.8717,0.8043,0.7895,0.875
4,0.1754,0.7905,0.7333,0.7297,0.75,0.1445,0.8817,0.7917,0.7789,0.84,0.232,0.7525,0.7826,0.8824,0.5
5,0.1467,0.9628,0.9333,0.9189,1.0,0.1448,0.8821,0.7833,0.7684,0.84,0.177,0.8769,0.8261,0.9189,0.4444
6,0.1728,0.88,0.7778,0.7429,0.9,0.1458,0.8804,0.7833,0.7684,0.84,0.1808,0.902,0.8696,0.8529,0.9167
7,0.1586,0.8383,0.8444,0.8684,0.7143,0.1453,0.8783,0.8083,0.8,0.84,0.2071,0.8462,0.7826,0.7879,0.7692
8,0.1421,0.8462,0.7333,0.7436,0.6667,0.1459,0.8783,0.8,0.8105,0.76,0.1756,0.8468,0.8478,0.9189,0.5556
9,0.2077,0.8485,0.8,0.9091,0.5,0.1456,0.8779,0.8083,0.8,0.84,0.1933,0.6593,0.7826,0.8718,0.2857
10,0.1779,0.8488,0.8,0.8056,0.7778,0.1456,0.8783,0.8083,0.8,0.84,0.1849,0.6167,0.7174,0.775,0.3333
11,0.1275,0.96,0.8222,0.825,0.8,0.1456,0.8783,0.8083,0.8,0.84,0.197,0.7898,0.8478,0.9189,0.5556
12,0.2133,0.5068,0.5556,0.6216,0.25,0.1456,0.8783,0.8083,0.8,0.84,0.1886,0.9069,0.8696,0.9118,0.75
13,0.1717,0.8074,0.7111,0.7297,0.625,0.1455,0.8787,0.8083,0.8,0.84,0.1899,0.7796,0.8261,0.8947,0.5
14,0.1858,0.9519,0.8222,0.8125,0.8462,0.1457,0.8783,0.7833,0.7684,0.84,0.1593,0.9444,0.8478,0.8889,0.7
15,0.1952,0.8846,0.8222,0.8125,0.8462,0.1459,0.8783,0.7833,0.7684,0.84,0.1608,0.9369,0.8696,0.9189,0.6667
16,0.1774,0.6154,0.6222,0.6667,0.3333,0.1459,0.8787,0.7833,0.7684,0.84,0.1489,0.8718,0.8478,0.8718,0.7143
17,0.1699,0.9257,0.8222,0.8571,0.7,0.146,0.8787,0.7833,0.7684,0.84,0.2126,0.7792,0.8478,0.9429,0.5455
18,0.1148,0.965,0.8889,0.9,0.8,0.1459,0.8783,0.7833,0.7684,0.84,0.2166,0.774,0.8043,0.8571,0.6364
19,0.1769,0.821,0.7556,0.7778,0.6667,0.146,0.8783,0.7833,0.7684,0.84,0.1376,0.9451,0.8696,0.8974,0.7143
