epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1585,0.7943,0.75,0.75,0.75,0.1473,0.9571,0.875,0.8704,0.8788,0.256,0.9074,0.807,0.6667,0.9333
1,0.1641,0.899,0.8214,0.8182,0.8222,0.1466,0.9568,0.8667,0.8519,0.8788,0.2793,0.8781,0.7193,0.5357,0.8966
2,0.1688,0.8929,0.875,0.7273,0.9111,0.1466,0.9565,0.875,0.8704,0.8788,0.2371,0.9433,0.8947,0.8214,0.9655
3,0.1652,0.7943,0.7143,0.6667,0.7234,0.1468,0.9562,0.875,0.8889,0.8636,0.2613,0.8561,0.7368,0.6667,0.7879
4,0.171,0.8864,0.7857,0.75,0.7955,0.1465,0.9559,0.875,0.8889,0.8636,0.2524,0.9062,0.8246,0.76,0.875
5,0.1902,0.7879,0.6607,0.6667,0.6591,0.1478,0.9551,0.9,0.9444,0.8636,0.2259,0.9864,0.9298,0.9667,0.8889
6,0.1481,0.9102,0.7143,0.8889,0.6809,0.1485,0.9554,0.9,0.9444,0.8636,0.2347,0.9596,0.8421,0.9583,0.7576
7,0.1837,0.8462,0.7857,0.8462,0.7674,0.1492,0.9548,0.9,0.9444,0.8636,0.2351,0.971,0.807,0.9583,0.697
8,0.1789,0.9008,0.8036,0.8667,0.7805,0.1539,0.9554,0.9083,0.9815,0.8485,0.2262,0.9717,0.8596,0.9643,0.7586
9,0.1816,0.8588,0.625,0.8571,0.5476,0.1536,0.9554,0.9083,0.9815,0.8485,0.2496,0.904,0.7193,0.9167,0.5758
10,0.1594,0.6733,0.625,0.5,0.64,0.1484,0.9543,0.8917,0.9259,0.8636,0.2456,0.9049,0.7544,0.8889,0.6333
11,0.1849,0.7979,0.5893,0.8462,0.5116,0.1484,0.9551,0.8917,0.9259,0.8636,0.2566,0.8783,0.7544,0.8571,0.6944
12,0.1645,0.9015,0.6964,0.9167,0.6364,0.1477,0.9551,0.8833,0.9074,0.8636,0.2507,0.904,0.807,0.8333,0.7879
13,0.1711,0.8674,0.6964,0.75,0.6818,0.1478,0.9551,0.8917,0.9259,0.8636,0.244,0.928,0.8421,0.9583,0.7576
14,0.1445,0.9291,0.7321,0.8889,0.7021,0.147,0.9548,0.8833,0.9074,0.8636,0.2497,0.9074,0.7895,0.8333,0.7407
15,0.1743,0.8693,0.6964,0.9167,0.6364,0.1467,0.9548,0.875,0.8889,0.8636,0.2314,0.9765,0.8772,0.9,0.8519
16,0.1671,0.8927,0.7321,0.8462,0.6977,0.147,0.9545,0.875,0.8889,0.8636,0.2371,0.9212,0.8246,0.8214,0.8276
17,0.1631,0.907,0.7857,0.7692,0.7907,0.147,0.9543,0.875,0.8889,0.8636,0.2577,0.8805,0.7544,0.8571,0.6552
18,0.1826,0.7879,0.75,0.6667,0.7727,0.1473,0.9543,0.875,0.8889,0.8636,0.2461,0.9185,0.8772,0.8519,0.9
19,0.1671,0.8927,0.7857,0.9231,0.7442,0.1473,0.954,0.875,0.8889,0.8636,0.2458,0.9111,0.8246,0.8519,0.8
