epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2878,0.7434,0.6866,0.6818,0.6889,0.2499,0.8329,0.7583,0.8077,0.7206,0.3081,0.7947,0.7353,0.7667,0.7105
1,0.2756,0.8468,0.7612,0.913,0.6818,0.2498,0.8326,0.7583,0.8077,0.7206,0.3198,0.7013,0.6471,0.6364,0.6571
2,0.2423,0.8423,0.806,0.5333,0.8846,0.2535,0.8272,0.725,0.6923,0.75,0.3151,0.7584,0.6765,0.6061,0.7429
3,0.2638,0.8634,0.791,0.4286,0.9565,0.2548,0.8266,0.7333,0.6731,0.7794,0.3004,0.8132,0.75,0.6333,0.8421
4,0.2959,0.7006,0.7313,0.4783,0.8636,0.2512,0.8278,0.7417,0.75,0.7353,0.3121,0.7411,0.7353,0.7857,0.7
5,0.2988,0.7185,0.6567,0.6296,0.675,0.2505,0.8329,0.7667,0.8269,0.7206,0.3052,0.7899,0.6912,0.875,0.5278
6,0.2706,0.7653,0.6866,0.7222,0.6735,0.2521,0.8283,0.75,0.7308,0.7647,0.2952,0.8561,0.7794,0.6667,0.8684
7,0.2799,0.8748,0.7761,0.7667,0.7838,0.2499,0.8283,0.775,0.8462,0.7206,0.3096,0.7667,0.6912,0.8333,0.5789
8,0.29,0.7949,0.6866,0.7586,0.6316,0.2505,0.8283,0.7667,0.8462,0.7059,0.2999,0.8342,0.6618,0.9667,0.4211
9,0.2795,0.833,0.7015,0.8077,0.6341,0.2507,0.8278,0.7583,0.8462,0.6912,0.3131,0.7413,0.6176,0.875,0.3889
10,0.2831,0.7833,0.7015,0.7308,0.6829,0.2507,0.8275,0.7583,0.8462,0.6912,0.3099,0.7728,0.5882,0.8621,0.3846
11,0.2946,0.7736,0.6866,0.9118,0.4545,0.2525,0.8281,0.725,0.8462,0.6324,0.3147,0.7778,0.5441,0.963,0.2683
12,0.2718,0.8775,0.6418,0.913,0.5,0.2513,0.8281,0.7583,0.8462,0.6912,0.3046,0.7931,0.5735,0.8519,0.3902
13,0.2831,0.7914,0.6418,0.84,0.5238,0.2508,0.8272,0.7583,0.8462,0.6912,0.2936,0.8585,0.6324,0.9375,0.3611
14,0.277,0.8297,0.7313,0.8214,0.6667,0.251,0.8275,0.7583,0.8462,0.6912,0.3007,0.8143,0.6029,0.8929,0.4
15,0.2592,0.8975,0.6418,0.9048,0.5217,0.2506,0.8275,0.7583,0.8462,0.6912,0.307,0.776,0.5588,0.8148,0.3902
16,0.2596,0.8879,0.6418,0.9091,0.5111,0.2503,0.8272,0.7583,0.8462,0.6912,0.3216,0.6849,0.5441,0.8125,0.3056
17,0.2849,0.7859,0.6119,0.875,0.4651,0.2503,0.8272,0.7583,0.8462,0.6912,0.3246,0.6799,0.5441,0.8276,0.3333
18,0.2749,0.8149,0.6567,0.7917,0.5814,0.2502,0.8272,0.7583,0.8462,0.6912,0.3076,0.7654,0.6324,0.8485,0.4286
19,0.2803,0.8415,0.7612,0.8846,0.6829,0.2502,0.8272,0.7583,0.8462,0.6912,0.3111,0.7509,0.6176,0.8571,0.45
