epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2168,0.8201,0.7679,0.9773,0.0,0.1095,0.9478,0.9083,0.9368,0.8,0.1636,0.9106,0.8947,0.9574,0.6
1,0.2145,0.8537,0.8214,0.9286,0.5,0.1007,0.9482,0.9083,0.9263,0.84,0.1821,0.8399,0.7895,0.8261,0.6364
2,0.1927,0.7636,0.7143,0.7111,0.7273,0.0991,0.9491,0.9167,0.9263,0.88,0.1658,0.9074,0.807,0.8125,0.7778
3,0.2076,0.8112,0.7321,0.7143,0.7857,0.0982,0.9486,0.9167,0.9263,0.88,0.1736,0.8851,0.7544,0.7447,0.8
4,0.187,0.8428,0.6964,0.6591,0.8333,0.0972,0.9507,0.9167,0.9263,0.88,0.187,0.8846,0.7368,0.7045,0.8462
5,0.1758,0.773,0.75,0.7872,0.5556,0.0968,0.9499,0.9167,0.9263,0.88,0.1723,0.8264,0.7544,0.7708,0.6667
6,0.1964,0.8014,0.6607,0.6279,0.7692,0.0962,0.9512,0.9083,0.9158,0.88,0.1964,0.8182,0.7018,0.6818,0.7692
7,0.1727,0.8652,0.7679,0.7609,0.8,0.0979,0.9503,0.9083,0.9263,0.84,0.1971,0.8217,0.7544,0.7727,0.6923
8,0.1669,0.7734,0.7143,0.7292,0.625,0.0997,0.9507,0.9083,0.9263,0.84,0.1641,0.9447,0.8596,0.8478,0.9091
9,0.1764,0.941,0.875,0.8837,0.8462,0.0961,0.952,0.9083,0.9263,0.84,0.1529,0.9375,0.8246,0.8125,0.8889
10,0.2029,0.701,0.7321,0.8,0.4545,0.0952,0.9516,0.9083,0.9158,0.88,0.1642,0.8367,0.7719,0.7755,0.75
11,0.1575,0.7609,0.8036,0.8571,0.4286,0.0991,0.9533,0.9083,0.9263,0.84,0.1783,0.8656,0.8246,0.8696,0.6364
12,0.1659,0.8487,0.7679,0.7872,0.6667,0.0978,0.9554,0.9083,0.9263,0.84,0.1768,0.9458,0.8596,0.9091,0.6923
13,0.1617,0.8464,0.7857,0.8333,0.5,0.101,0.9562,0.9,0.9263,0.8,0.176,0.8319,0.807,0.8723,0.5
14,0.2002,0.8776,0.75,0.8095,0.5714,0.0935,0.9558,0.9083,0.9263,0.84,0.1759,0.8617,0.7368,0.7391,0.7273
15,0.1857,0.8766,0.8036,0.814,0.7692,0.0916,0.9558,0.9,0.9053,0.88,0.1805,0.8617,0.6842,0.6304,0.9091
16,0.1801,0.7848,0.75,0.7609,0.7,0.0928,0.9575,0.9083,0.9263,0.84,0.1594,0.875,0.8246,0.8542,0.6667
17,0.1805,0.8676,0.8214,0.814,0.8462,0.0917,0.9558,0.9083,0.9158,0.88,0.1829,0.8478,0.7368,0.7174,0.8182
18,0.1544,0.8516,0.8571,0.8958,0.625,0.0944,0.9554,0.9083,0.9263,0.84,0.1897,0.887,0.7895,0.7907,0.7857
19,0.1678,0.892,0.9107,0.9318,0.8333,0.093,0.9558,0.9083,0.9263,0.84,0.1809,0.8916,0.7719,0.7727,0.7692
20,0.1864,0.7457,0.7857,0.8478,0.5,0.0924,0.9562,0.9083,0.9263,0.84,0.1603,0.9389,0.7895,0.7556,0.9167
21,0.1828,0.7326,0.6964,0.7174,0.6,0.0913,0.9575,0.9167,0.9263,0.88,0.1781,0.8776,0.8246,0.7955,0.9231
22,0.1923,0.7394,0.6786,0.7111,0.5455,0.0948,0.9571,0.9083,0.9263,0.84,0.1551,0.963,0.8596,0.8444,0.9167
23,0.1455,0.4952,0.7857,0.8462,0.0,0.098,0.9566,0.9,0.9263,0.8,0.171,0.9248,0.8596,0.9091,0.6923
24,0.1356,0.9635,0.9107,0.9583,0.625,0.0995,0.9571,0.9,0.9263,0.8,0.1706,0.9352,0.8596,0.9556,0.5
25,0.1703,0.8543,0.8393,0.913,0.5,0.0953,0.9579,0.9083,0.9263,0.84,0.1999,0.8538,0.807,0.8372,0.7143
26,0.1927,0.8537,0.7857,0.7857,0.7857,0.0908,0.9575,0.9083,0.9053,0.92,0.1686,0.9037,0.8246,0.8,0.9167
27,0.1977,0.6869,0.6071,0.6222,0.5455,0.091,0.9571,0.9,0.8947,0.92,0.152,0.9574,0.7544,0.7021,1.0
28,0.1786,0.8694,0.75,0.6977,0.9231,0.0914,0.9562,0.9,0.9053,0.88,0.1947,0.8857,0.7719,0.7619,0.8
29,0.2005,0.8211,0.6071,0.5366,0.8,0.0917,0.9562,0.8833,0.8737,0.92,0.1706,0.8866,0.7368,0.6875,1.0
30,0.1546,0.8076,0.7321,0.7347,0.7143,0.0934,0.9558,0.9083,0.9263,0.84,0.1746,0.9108,0.8246,0.8409,0.7692
31,0.1688,0.9159,0.8393,0.8605,0.7692,0.0921,0.9566,0.9167,0.9263,0.88,0.1645,0.8617,0.7544,0.7447,0.8
32,0.1756,0.8485,0.8214,0.8636,0.6667,0.0907,0.9558,0.9083,0.9053,0.92,0.177,0.836,0.7018,0.6739,0.8182
33,0.1691,0.9053,0.7679,0.7273,0.9167,0.0906,0.9562,0.9083,0.9053,0.92,0.1694,0.8933,0.7193,0.6739,0.9091
34,0.1916,0.6783,0.6964,0.6957,0.7,0.0916,0.9558,0.9,0.9053,0.88,0.1811,0.9003,0.8246,0.8372,0.7857
35,0.1417,0.8921,0.7857,0.7755,0.8571,0.0933,0.9562,0.9083,0.9158,0.88,0.1816,0.8881,0.8246,0.8409,0.7692
36,0.1886,0.5234,0.7321,0.7917,0.375,0.0951,0.9554,0.9,0.9158,0.84,0.1701,0.8933,0.8246,0.8913,0.5455
37,0.1622,0.8457,0.8571,0.913,0.6,0.0933,0.9558,0.9,0.9053,0.88,0.1575,0.9191,0.8421,0.8511,0.8
38,0.1848,0.7798,0.7321,0.7778,0.5455,0.0914,0.9562,0.9,0.9053,0.88,0.1437,0.9057,0.807,0.8,0.8571
39,0.1531,0.9087,0.7679,0.7609,0.8,0.0928,0.9562,0.9,0.9053,0.88,0.1576,0.9315,0.8772,0.8889,0.8333
