epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2804,0.6414,0.7333,0.0,1.0,0.2853,0.7656,0.6667,0.6538,0.6765,0.358,0.7273,0.4783,0.0,1.0
1,0.2875,0.7558,0.7111,0.0714,1.0,0.2862,0.763,0.6833,0.7308,0.6471,0.3633,0.7143,0.5,0.08,1.0
2,0.2659,0.6314,0.7111,0.0,0.9143,0.2853,0.7653,0.6667,0.6538,0.6765,0.3485,0.6989,0.5435,0.0455,1.0
3,0.2697,0.7764,0.7556,0.1538,1.0,0.2859,0.7641,0.675,0.6923,0.6618,0.3328,0.7154,0.587,0.05,1.0
4,0.3128,0.687,0.6444,0.1765,0.9286,0.2952,0.7627,0.6917,0.8654,0.5588,0.3086,0.7262,0.6087,0.2778,0.8214
5,0.313,0.7348,0.6667,0.4737,0.8077,0.3127,0.7633,0.675,0.9038,0.5,0.3275,0.6767,0.5652,0.6087,0.5217
6,0.2783,0.6631,0.6889,0.7273,0.6765,0.3023,0.7624,0.6833,0.8846,0.5294,0.3044,0.7505,0.6739,0.5294,0.7586
7,0.3128,0.8419,0.8222,0.7391,0.9091,0.3114,0.7627,0.675,0.9038,0.5,0.2954,0.7344,0.587,0.5,0.625
8,0.3444,0.5929,0.5556,0.4545,0.6522,0.3217,0.7639,0.65,0.9423,0.4265,0.2893,0.8611,0.8261,0.8889,0.7857
9,0.3089,0.5556,0.4222,0.5333,0.3667,0.3245,0.7636,0.65,0.9615,0.4118,0.3172,0.7391,0.6304,0.6087,0.6522
10,0.303,0.6723,0.5333,0.6471,0.4643,0.3233,0.763,0.65,0.9615,0.4118,0.314,0.7308,0.6522,0.7,0.6154
11,0.3154,0.6957,0.6,0.7727,0.4348,0.3329,0.763,0.6333,0.9615,0.3824,0.3213,0.7079,0.5217,0.7059,0.4138
12,0.284,0.6793,0.6,0.75,0.5455,0.3257,0.7639,0.6417,0.9615,0.3971,0.3058,0.746,0.6304,0.6111,0.6429
13,0.3066,0.6749,0.6,0.7222,0.5185,0.3251,0.7636,0.65,0.9615,0.4118,0.3313,0.6597,0.587,0.5652,0.6087
14,0.3028,0.7387,0.6889,0.8333,0.5926,0.3274,0.7633,0.6417,0.9615,0.3971,0.3198,0.6488,0.587,0.6667,0.5357
15,0.278,0.8678,0.6667,1.0,0.5312,0.326,0.7633,0.6417,0.9615,0.3971,0.3225,0.6335,0.5652,0.5789,0.5556
16,0.2903,0.6899,0.6667,0.7692,0.625,0.3228,0.7633,0.65,0.9615,0.4118,0.325,0.6957,0.6739,0.7826,0.5652
17,0.2872,0.7794,0.6889,0.7647,0.6429,0.3246,0.7636,0.65,0.9615,0.4118,0.3221,0.6389,0.5217,0.6111,0.4643
18,0.3232,0.5206,0.5111,0.6111,0.4444,0.3249,0.7636,0.6417,0.9615,0.3971,0.3233,0.6857,0.6087,0.619,0.6
