epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1704,0.8136,0.7612,0.6667,0.7818,0.1474,0.9568,0.875,0.8704,0.8788,0.2532,0.9141,0.8235,0.6875,0.9444
1,0.1625,0.9131,0.791,0.8462,0.7778,0.1469,0.9568,0.875,0.8704,0.8788,0.2663,0.8912,0.7794,0.6,0.9211
2,0.156,0.8929,0.8657,0.8182,0.875,0.1469,0.9562,0.875,0.8889,0.8636,0.2521,0.9056,0.8088,0.697,0.9143
3,0.1672,0.8242,0.7015,0.6667,0.7091,0.1461,0.9562,0.8833,0.8889,0.8788,0.2533,0.8842,0.7941,0.7241,0.8462
4,0.175,0.8558,0.7463,0.6429,0.7736,0.1461,0.9548,0.875,0.8889,0.8636,0.2499,0.9036,0.7941,0.7241,0.8462
5,0.1884,0.7407,0.6269,0.6154,0.6296,0.1481,0.9551,0.9,0.9444,0.8636,0.2285,0.974,0.9118,0.9688,0.8611
6,0.1602,0.8576,0.7015,0.75,0.6909,0.1471,0.9554,0.9,0.9444,0.8636,0.239,0.9491,0.8382,0.8667,0.8158
7,0.1782,0.8577,0.7612,0.8667,0.7308,0.1489,0.9551,0.9,0.9444,0.8636,0.2406,0.9467,0.7794,0.9259,0.6829
8,0.1769,0.8664,0.7463,0.875,0.7059,0.1523,0.9551,0.9083,0.9815,0.8485,0.2315,0.9584,0.8676,0.9429,0.7879
9,0.1691,0.8782,0.7164,0.8667,0.6731,0.1516,0.9548,0.9,0.963,0.8485,0.2451,0.9116,0.7353,0.8929,0.625
10,0.1652,0.749,0.6418,0.6667,0.6379,0.1494,0.9548,0.9083,0.963,0.8636,0.2512,0.9004,0.7647,0.9091,0.6286
11,0.197,0.7778,0.5821,0.7778,0.5102,0.1497,0.9551,0.9,0.963,0.8485,0.2578,0.8799,0.7647,0.8519,0.7073
12,0.168,0.8733,0.6269,0.8571,0.566,0.1498,0.9551,0.9,0.963,0.8485,0.2522,0.9097,0.8382,0.8519,0.8293
13,0.1757,0.8641,0.7015,0.8667,0.6538,0.1499,0.9554,0.9,0.963,0.8485,0.2381,0.9342,0.8235,0.9667,0.7105
14,0.1632,0.8409,0.6866,0.75,0.6727,0.1484,0.9554,0.9083,0.963,0.8636,0.2544,0.8971,0.7941,0.871,0.7297
15,0.1765,0.8795,0.6866,0.9333,0.6154,0.1485,0.9554,0.9083,0.963,0.8636,0.2407,0.9444,0.8529,0.9062,0.8056
16,0.1663,0.8923,0.7164,0.8667,0.6731,0.1486,0.9554,0.9083,0.963,0.8636,0.2434,0.9102,0.7941,0.871,0.7297
17,0.1586,0.9016,0.7313,0.8571,0.6981,0.1485,0.9551,0.9083,0.963,0.8636,0.2588,0.872,0.7794,0.8529,0.7059
18,0.1881,0.7769,0.7313,0.7333,0.7308,0.1487,0.9551,0.9083,0.963,0.8636,0.2446,0.9227,0.8824,0.875,0.8889
19,0.1703,0.9024,0.7612,0.9412,0.7,0.1488,0.9551,0.9083,0.963,0.8636,0.2415,0.9221,0.8382,0.8788,0.8
