epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2224,0.79,0.7879,0.96,0.25,0.1488,0.8804,0.8333,0.8632,0.72,0.153,0.9464,0.9118,1.0,0.5
1,0.2176,0.838,0.8485,0.9167,0.6667,0.1448,0.8821,0.8167,0.8316,0.76,0.1253,0.925,0.8529,0.9,0.5
2,0.1953,0.8611,0.7576,0.8333,0.5556,0.1447,0.8838,0.7833,0.7684,0.84,0.1818,0.8274,0.8529,0.9286,0.5
3,0.1988,0.8472,0.697,0.625,0.8889,0.1453,0.8838,0.7833,0.7684,0.84,0.1579,0.8828,0.7941,0.7586,1.0
4,0.1829,0.7593,0.6667,0.6296,0.8333,0.1454,0.8838,0.7833,0.7684,0.84,0.2085,0.8089,0.8235,0.84,0.7778
5,0.1555,0.967,0.9394,0.9231,1.0,0.1455,0.8834,0.7833,0.7684,0.84,0.1775,0.8631,0.8235,0.8929,0.5
6,0.2005,0.8565,0.7879,0.7391,0.9,0.1473,0.8825,0.7667,0.7368,0.88,0.19,0.8667,0.8235,0.8,0.8889
7,0.1388,0.9,0.8182,0.8,1.0,0.1458,0.8808,0.7833,0.7684,0.84,0.178,0.9708,0.8529,0.7917,1.0
8,0.1449,0.8534,0.7273,0.7241,0.75,0.1452,0.8796,0.7917,0.8,0.76,0.1495,0.869,0.8529,0.8966,0.6
9,0.2087,0.8472,0.7879,0.875,0.5556,0.1452,0.8796,0.8083,0.8,0.84,0.1942,0.6828,0.7353,0.8276,0.2
10,0.15,0.9071,0.8485,0.8214,1.0,0.1452,0.8792,0.8083,0.8,0.84,0.1479,0.6559,0.7647,0.8065,0.3333
11,0.1198,0.9333,0.7879,0.8,0.6667,0.1453,0.8787,0.7917,0.8,0.76,0.1764,0.8995,0.8824,0.9259,0.7143
12,0.2192,0.463,0.5758,0.6296,0.3333,0.1453,0.8787,0.7917,0.8,0.76,0.1964,0.9156,0.8824,0.96,0.6667
13,0.1783,0.7654,0.6667,0.6667,0.6667,0.1452,0.8787,0.7917,0.8,0.76,0.2113,0.7566,0.8235,0.8889,0.5714
14,0.1768,0.9676,0.8485,0.8333,0.8889,0.1453,0.8787,0.8083,0.8,0.84,0.162,0.9259,0.8235,0.8519,0.7143
15,0.1826,0.88,0.8485,0.88,0.75,0.1453,0.8787,0.8083,0.8,0.84,0.1741,0.9365,0.8529,0.9259,0.5714
16,0.1708,0.681,0.6364,0.6552,0.5,0.1453,0.8787,0.8083,0.8,0.84,0.157,0.869,0.9118,0.9643,0.6667
17,0.1653,0.9074,0.7879,0.8889,0.3333,0.1453,0.8787,0.8083,0.8,0.84,0.2198,0.8,0.8824,0.96,0.6667
18,0.1105,0.9556,0.9394,0.9667,0.6667,0.1453,0.8787,0.8083,0.8,0.84,0.2527,0.7458,0.7941,0.875,0.6
19,0.1657,0.8457,0.8182,0.8519,0.6667,0.1453,0.8787,0.8083,0.8,0.84,0.1419,0.9172,0.8235,0.8621,0.6
