epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.218,0.5409,0.7612,0.9273,0.0,0.1109,0.9474,0.9083,0.9368,0.8,0.1952,0.7232,0.7941,0.8929,0.3333
1,0.2551,0.6188,0.7164,0.92,0.1176,0.1006,0.9478,0.9167,0.9263,0.88,0.2085,0.7063,0.75,0.7593,0.7143
2,0.2326,0.5205,0.5075,0.5,0.5333,0.0993,0.9482,0.9167,0.9263,0.88,0.1916,0.7065,0.6912,0.7018,0.6364
3,0.2317,0.5294,0.4179,0.3529,0.625,0.0983,0.9482,0.9083,0.9158,0.88,0.2115,0.6997,0.5735,0.5185,0.7857
4,0.2156,0.6551,0.5373,0.4423,0.8667,0.098,0.9491,0.9083,0.9158,0.88,0.206,0.7407,0.6176,0.5556,0.8571
5,0.2139,0.5684,0.5522,0.5741,0.4615,0.0975,0.9495,0.9083,0.9158,0.88,0.1965,0.6431,0.5735,0.5517,0.7
6,0.2164,0.6513,0.5522,0.5385,0.6,0.0976,0.9495,0.9,0.9053,0.88,0.2144,0.668,0.5588,0.5185,0.7143
7,0.2067,0.6136,0.6119,0.6364,0.5,0.0977,0.9507,0.9083,0.9158,0.88,0.2098,0.6892,0.5882,0.5556,0.7143
8,0.2107,0.604,0.5522,0.537,0.6154,0.099,0.9512,0.9083,0.9263,0.84,0.197,0.7734,0.7206,0.7455,0.6154
9,0.2012,0.7795,0.6418,0.6154,0.7333,0.0968,0.9512,0.9083,0.9158,0.88,0.1839,0.7799,0.5882,0.5439,0.8182
10,0.2314,0.5077,0.5075,0.5577,0.3333,0.0968,0.9516,0.9083,0.9158,0.88,0.1966,0.6138,0.5588,0.5345,0.7
11,0.1773,0.5953,0.6418,0.678,0.375,0.0985,0.9528,0.9083,0.9263,0.84,0.2141,0.7145,0.6765,0.7736,0.3333
12,0.1994,0.6424,0.6418,0.6909,0.4167,0.0994,0.9537,0.9083,0.9263,0.84,0.2014,0.805,0.75,0.8302,0.4667
13,0.1886,0.5038,0.6567,0.7069,0.3333,0.1037,0.9541,0.9,0.9263,0.8,0.2082,0.6601,0.7206,0.8182,0.3077
14,0.2128,0.6509,0.6866,0.7547,0.4286,0.0983,0.9533,0.9083,0.9263,0.84,0.1967,0.7357,0.6912,0.7273,0.5385
15,0.2128,0.6604,0.6866,0.7358,0.5,0.0963,0.9528,0.9083,0.9263,0.84,0.2068,0.7459,0.6324,0.6226,0.6667
16,0.2018,0.5812,0.7015,0.75,0.4545,0.0974,0.9533,0.9083,0.9263,0.84,0.1748,0.7483,0.75,0.7931,0.5
17,0.221,0.609,0.5821,0.6731,0.2667,0.0954,0.952,0.9083,0.9158,0.88,0.1949,0.6922,0.6471,0.6491,0.6364
18,0.1842,0.6932,0.7612,0.8036,0.5455,0.0975,0.952,0.9083,0.9263,0.84,0.214,0.7233,0.6618,0.7358,0.4
19,0.1924,0.755,0.6866,0.6852,0.6923,0.0966,0.9516,0.9083,0.9263,0.84,0.1975,0.751,0.6618,0.6909,0.5385
20,0.2155,0.6026,0.7164,0.7963,0.3846,0.0953,0.9512,0.9167,0.9263,0.88,0.1848,0.8601,0.6765,0.6545,0.7692
21,0.2089,0.5146,0.5522,0.5714,0.4545,0.0963,0.9516,0.9083,0.9263,0.84,0.2059,0.7459,0.6765,0.717,0.5333
22,0.2196,0.5299,0.5672,0.6296,0.3077,0.0969,0.952,0.9083,0.9263,0.84,0.1924,0.8566,0.75,0.7547,0.7333
23,0.1649,0.2677,0.7164,0.7742,0.0,0.1042,0.952,0.9,0.9263,0.8,0.2104,0.8041,0.8088,0.9038,0.5
24,0.1926,0.6916,0.7463,0.8393,0.2727,0.1038,0.9524,0.9,0.9263,0.8,0.2004,0.7817,0.8382,0.9444,0.4286
25,0.1905,0.6883,0.7463,0.875,0.0909,0.1002,0.9524,0.9083,0.9263,0.84,0.23,0.7128,0.7353,0.8235,0.4706
26,0.2062,0.6752,0.6418,0.6792,0.5,0.0968,0.9528,0.9083,0.9263,0.84,0.2066,0.7648,0.7353,0.7925,0.5333
27,0.2167,0.5584,0.6418,0.7037,0.3846,0.0968,0.9528,0.9083,0.9263,0.84,0.1873,0.7679,0.7206,0.75,0.5833
28,0.2116,0.7218,0.7164,0.7308,0.6667,0.0963,0.9524,0.9,0.9158,0.84,0.2206,0.6983,0.6618,0.7115,0.5
29,0.2193,0.6532,0.6269,0.6471,0.5625,0.0953,0.9524,0.8917,0.9053,0.84,0.1969,0.7832,0.6765,0.6727,0.6923
30,0.1915,0.6672,0.5821,0.5893,0.5455,0.096,0.9524,0.9,0.9158,0.84,0.2008,0.7672,0.7059,0.7407,0.5714
31,0.1974,0.7872,0.7015,0.6731,0.8,0.0955,0.9524,0.9,0.9158,0.84,0.2037,0.7116,0.5882,0.5926,0.5714
32,0.2205,0.6691,0.6119,0.6275,0.5625,0.0951,0.9524,0.8917,0.9053,0.84,0.2033,0.6867,0.6176,0.6364,0.5385
33,0.2011,0.752,0.6269,0.6038,0.7143,0.0949,0.9524,0.9,0.9053,0.88,0.1979,0.7455,0.6176,0.6,0.6923
34,0.2043,0.5491,0.5522,0.5263,0.7,0.0954,0.9524,0.8917,0.9053,0.84,0.2084,0.7409,0.6618,0.6981,0.5333
35,0.1727,0.6973,0.7313,0.7414,0.6667,0.0967,0.9528,0.9083,0.9263,0.84,0.2099,0.7196,0.7353,0.7963,0.5
36,0.2055,0.4807,0.6119,0.6667,0.3,0.0972,0.9528,0.9083,0.9263,0.84,0.2122,0.7283,0.7059,0.7736,0.4667
37,0.1818,0.711,0.7164,0.75,0.5455,0.0977,0.9528,0.9083,0.9263,0.84,0.2027,0.7526,0.6618,0.7222,0.4286
38,0.2014,0.6303,0.6567,0.7091,0.4167,0.0974,0.9528,0.9083,0.9263,0.84,0.1765,0.7081,0.75,0.7966,0.4444
39,0.1696,0.8018,0.7313,0.7368,0.7,0.0986,0.9528,0.9083,0.9263,0.84,0.1896,0.7748,0.7647,0.8364,0.4615
