epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2977,0.6616,0.5778,0.9167,0.4545,0.2667,0.8272,0.7333,0.8846,0.6176,0.3141,0.7027,0.6087,0.8333,0.3636
1,0.2684,0.8295,0.7333,0.8571,0.6774,0.2624,0.8264,0.75,0.8077,0.7059,0.2945,0.8,0.7391,0.84,0.619
2,0.2532,0.8114,0.7111,0.7,0.7143,0.2622,0.8249,0.75,0.7308,0.7647,0.3104,0.7936,0.7391,0.5455,0.9167
3,0.2659,0.7644,0.7333,0.3846,0.875,0.2641,0.8235,0.7167,0.6346,0.7794,0.3284,0.6923,0.6087,0.3,0.8462
4,0.2923,0.7689,0.7333,0.5294,0.8571,0.2611,0.8252,0.75,0.75,0.75,0.3198,0.6905,0.6957,0.6111,0.75
5,0.2943,0.7267,0.6444,0.7368,0.5769,0.2606,0.8244,0.7583,0.7692,0.75,0.298,0.8053,0.7609,0.6957,0.8261
6,0.2525,0.8342,0.7556,0.8182,0.7353,0.2633,0.8232,0.7333,0.6731,0.7794,0.3052,0.7262,0.7174,0.5294,0.8276
7,0.3251,0.7194,0.6,0.4783,0.7273,0.2601,0.8232,0.7667,0.8077,0.7353,0.2928,0.7232,0.6957,0.6429,0.7188
8,0.2691,0.834,0.6667,0.8182,0.5217,0.2624,0.8252,0.7417,0.8269,0.6765,0.3049,0.7857,0.587,0.8333,0.4286
9,0.2925,0.7489,0.6222,0.9333,0.4667,0.2603,0.8244,0.7583,0.8077,0.7206,0.3052,0.8072,0.7174,0.8261,0.6087
10,0.2624,0.8613,0.7111,0.7647,0.6786,0.2597,0.823,0.7667,0.8077,0.7353,0.324,0.6769,0.6522,0.7,0.6154
11,0.3088,0.6957,0.6889,0.8182,0.5652,0.2632,0.8258,0.7333,0.8462,0.6471,0.307,0.7972,0.587,0.9412,0.3793
12,0.2496,0.8611,0.7111,0.8333,0.6667,0.2599,0.823,0.75,0.7692,0.7353,0.2843,0.8333,0.6739,0.8333,0.5714
13,0.2773,0.8066,0.7111,0.6667,0.7407,0.2606,0.8213,0.7333,0.7115,0.75,0.3128,0.7958,0.7826,0.7826,0.7826
14,0.2561,0.9053,0.8222,0.7778,0.8519,0.2608,0.8224,0.7583,0.8077,0.7206,0.2944,0.7837,0.6522,0.8333,0.5357
15,0.2399,0.899,0.7556,1.0,0.6562,0.2609,0.8204,0.7167,0.6923,0.7353,0.3003,0.7505,0.6957,0.7368,0.6667
16,0.2516,0.8005,0.7333,0.6154,0.7812,0.2678,0.8176,0.725,0.6346,0.7941,0.3107,0.7599,0.7174,0.6957,0.7391
17,0.2616,0.8256,0.7111,0.6471,0.75,0.2655,0.8184,0.725,0.6538,0.7794,0.2949,0.7996,0.7391,0.7222,0.75
18,0.2948,0.716,0.6667,0.6667,0.6667,0.2648,0.8179,0.7167,0.6538,0.7647,0.3106,0.7619,0.7609,0.8095,0.72
19,0.2749,0.7311,0.6667,0.7333,0.6333,0.266,0.8182,0.725,0.6538,0.7794,0.306,0.7977,0.7826,0.6957,0.8696
