epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2111,0.503,0.4478,0.4,0.6667,0.1028,0.9549,0.9083,0.9158,0.88,0.1935,0.7604,0.7353,0.7679,0.5833
1,0.2254,0.7212,0.7313,0.76,0.6471,0.1022,0.9533,0.8833,0.8842,0.88,0.2088,0.6852,0.5588,0.537,0.6429
2,0.2003,0.809,0.5821,0.4808,0.9333,0.1023,0.9524,0.9,0.9053,0.88,0.1835,0.8022,0.7353,0.7544,0.6364
3,0.2115,0.7267,0.5522,0.451,0.875,0.1026,0.9524,0.8917,0.8947,0.88,0.1952,0.8267,0.7059,0.6852,0.7857
4,0.2084,0.7321,0.6567,0.5962,0.8667,0.1027,0.9516,0.8917,0.8947,0.88,0.2062,0.75,0.7059,0.7037,0.7143
5,0.2009,0.6695,0.5672,0.537,0.6923,0.1043,0.9482,0.8917,0.8947,0.88,0.1793,0.7569,0.7353,0.7759,0.5
6,0.2117,0.7167,0.7015,0.6346,0.9333,0.1037,0.9486,0.8917,0.8947,0.88,0.2013,0.7725,0.7059,0.7222,0.6429
7,0.2039,0.5909,0.5224,0.5273,0.5,0.1052,0.9474,0.8917,0.8947,0.88,0.2018,0.7738,0.7353,0.7778,0.5714
8,0.2057,0.6738,0.6119,0.5926,0.6923,0.1059,0.9474,0.8917,0.8947,0.88,0.1907,0.7986,0.7794,0.8545,0.4615
9,0.206,0.7205,0.6119,0.5769,0.7333,0.1054,0.9469,0.8917,0.8947,0.88,0.1928,0.697,0.7059,0.7368,0.5455
10,0.2276,0.5577,0.5373,0.5769,0.4,0.1058,0.9457,0.8917,0.8947,0.88,0.1847,0.6931,0.6765,0.7241,0.4
11,0.1606,0.8242,0.6567,0.6271,0.875,0.1069,0.9457,0.8833,0.8947,0.84,0.2216,0.6868,0.6912,0.7736,0.4
12,0.1932,0.7212,0.597,0.5455,0.8333,0.1078,0.9457,0.875,0.8947,0.8,0.2126,0.756,0.75,0.8491,0.4
13,0.1775,0.6916,0.6567,0.6724,0.5556,0.1093,0.9457,0.8667,0.8947,0.76,0.1973,0.7762,0.7647,0.8545,0.3846
14,0.1993,0.7547,0.6567,0.6226,0.7857,0.1093,0.9461,0.8667,0.8947,0.76,0.1921,0.7818,0.7941,0.8545,0.5385
15,0.1974,0.7736,0.7313,0.7547,0.6429,0.1093,0.9448,0.875,0.8947,0.8,0.2143,0.7459,0.7794,0.8679,0.4667
16,0.1908,0.6494,0.6119,0.6607,0.3636,0.1095,0.9448,0.8667,0.8947,0.76,0.1668,0.869,0.7941,0.8448,0.5
17,0.2145,0.7333,0.6716,0.7885,0.2667,0.1092,0.9444,0.875,0.8947,0.8,0.1823,0.7512,0.7794,0.8596,0.3636
18,0.182,0.7532,0.6866,0.6786,0.7273,0.1094,0.9444,0.8667,0.8947,0.76,0.2205,0.6931,0.7206,0.8302,0.3333
19,0.1936,0.7764,0.7313,0.7222,0.7692,0.1093,0.9444,0.875,0.8947,0.8,0.1945,0.7678,0.8235,0.8909,0.5385
