epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1894,0.6879,0.6418,0.5,0.6727,0.148,0.9562,0.875,0.8704,0.8788,0.2866,0.8168,0.75,0.625,0.8611
1,0.1804,0.8248,0.6716,0.7692,0.6481,0.148,0.9562,0.875,0.8704,0.8788,0.303,0.7333,0.6765,0.5,0.8158
2,0.1781,0.7435,0.7463,0.4545,0.8036,0.1485,0.9568,0.8833,0.9074,0.8636,0.2883,0.8,0.7059,0.6667,0.7429
3,0.1876,0.6894,0.6418,0.5833,0.6545,0.1479,0.9562,0.875,0.8704,0.8788,0.2857,0.7851,0.7353,0.6552,0.7949
4,0.1988,0.6968,0.6418,0.5714,0.6604,0.1482,0.9571,0.9,0.9444,0.8636,0.2846,0.7958,0.7059,0.6552,0.7436
5,0.213,0.5769,0.5821,0.6154,0.5741,0.1514,0.9579,0.9083,0.963,0.8636,0.2647,0.9054,0.8088,0.9062,0.7222
6,0.1784,0.7591,0.6567,0.6667,0.6545,0.151,0.9576,0.9083,0.963,0.8636,0.2721,0.864,0.7647,0.7667,0.7632
7,0.2034,0.741,0.6866,0.6,0.7115,0.1537,0.9582,0.9,0.963,0.8485,0.2709,0.8826,0.7647,0.8889,0.6829
8,0.2049,0.7377,0.6119,0.75,0.5686,0.1585,0.9576,0.8917,0.9815,0.8182,0.2674,0.8727,0.7794,0.8286,0.7273
9,0.1946,0.7641,0.6269,0.7333,0.5962,0.1585,0.9576,0.8917,0.9815,0.8182,0.2801,0.8348,0.6618,0.7857,0.575
10,0.1871,0.5728,0.4478,0.5556,0.431,0.1562,0.9574,0.9083,0.9815,0.8485,0.2853,0.8121,0.6765,0.7879,0.5714
11,0.2225,0.6769,0.5373,0.7222,0.4694,0.1567,0.9574,0.9083,0.9815,0.8485,0.2909,0.776,0.6471,0.7037,0.6098
12,0.192,0.7615,0.5373,0.8571,0.4528,0.1571,0.9574,0.9083,0.9815,0.8485,0.2889,0.785,0.6912,0.6296,0.7317
13,0.1986,0.759,0.5672,0.7333,0.5192,0.1574,0.9574,0.9083,0.9815,0.8485,0.272,0.8675,0.7206,0.8333,0.6316
14,0.1856,0.7333,0.597,0.75,0.5636,0.1556,0.9574,0.9083,0.9815,0.8485,0.2895,0.7916,0.6618,0.7097,0.6216
15,0.2014,0.7833,0.4776,0.9333,0.3462,0.1561,0.9574,0.9083,0.9815,0.8485,0.2776,0.8394,0.7353,0.7188,0.75
16,0.1938,0.7795,0.6269,0.8,0.5769,0.1562,0.9576,0.9083,0.9815,0.8485,0.2787,0.823,0.7059,0.7419,0.6757
17,0.1841,0.7951,0.5522,0.7857,0.4906,0.1561,0.9574,0.9083,0.9815,0.8485,0.2951,0.7561,0.6471,0.6765,0.6176
18,0.2148,0.65,0.5821,0.6667,0.5577,0.1563,0.9574,0.9083,0.9815,0.8485,0.2801,0.816,0.7206,0.6562,0.7778
19,0.1973,0.8153,0.6567,0.8824,0.58,0.1564,0.9574,0.9083,0.9815,0.8485,0.2781,0.839,0.7206,0.7576,0.6857
