epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1858,0.9444,0.9091,0.5,1.0,0.1765,0.9433,0.875,0.8148,0.9242,0.3442,0.8857,0.5833,0.2857,1.0
1,0.1958,0.7222,0.8182,0.5,0.8889,0.1764,0.943,0.875,0.8148,0.9242,0.3692,0.963,0.4167,0.2222,1.0
2,0.1852,0.9444,0.9091,0.5,1.0,0.1758,0.943,0.875,0.8148,0.9242,0.3406,0.8,0.6667,0.5714,0.8
3,0.1882,0.8889,0.7273,0.0,0.8889,0.1744,0.943,0.875,0.8148,0.9242,0.274,1.0,0.75,0.4,1.0
4,0.1963,0.7778,0.7273,0.0,0.8889,0.1744,0.943,0.875,0.8148,0.9242,0.3073,0.8,0.75,0.4,1.0
5,0.1417,0.9,0.9091,1.0,0.9,0.1742,0.9433,0.875,0.8148,0.9242,0.3506,0.5833,0.5833,0.1667,1.0
6,0.2156,1.0,0.9091,0.6667,1.0,0.1733,0.9444,0.875,0.8148,0.9242,0.2745,0.875,0.75,0.25,1.0
7,0.2275,0.875,0.8182,0.3333,1.0,0.1724,0.9442,0.875,0.8148,0.9242,0.3002,0.9722,0.6667,0.3333,1.0
8,0.1364,1.0,0.9091,1.0,0.9,0.1727,0.9442,0.875,0.8148,0.9242,0.2712,0.8889,0.75,0.0,1.0
9,0.186,0.7778,0.9091,0.5,1.0,0.1724,0.9439,0.875,0.8148,0.9242,0.2667,0.8,0.8333,0.5,0.9
10,0.1577,0.6,0.8182,0.0,0.9,0.1731,0.9433,0.875,0.8148,0.9242,0.3499,0.5714,0.5833,0.2857,1.0
11,0.1811,1.0,0.9091,0.5,1.0,0.1729,0.9433,0.875,0.8148,0.9242,0.2999,0.8857,0.6667,0.4,0.8571
12,0.2043,0.6111,0.8182,0.0,1.0,0.1734,0.943,0.8667,0.7963,0.9242,0.2737,0.9375,0.8333,0.5,1.0
13,0.2044,1.0,1.0,1.0,1.0,0.1733,0.943,0.8667,0.7963,0.9242,0.3265,0.6571,0.5833,0.2,0.8571
14,0.1869,0.8333,0.8182,0.5,0.8889,0.1731,0.943,0.8667,0.7963,0.9242,0.3481,0.9062,0.5,0.25,1.0
15,0.2333,0.8333,0.7273,0.3333,0.875,0.1726,0.9433,0.8667,0.7963,0.9242,0.2886,1.0,0.75,0.4,1.0
16,0.2444,0.8333,0.8182,0.3333,1.0,0.1721,0.9433,0.875,0.8148,0.9242,0.2415,0.85,0.9167,0.5,1.0
17,0.2859,0.7143,0.7273,0.5,0.8571,0.1716,0.9433,0.8667,0.8148,0.9091,0.3277,0.6944,0.6667,0.3333,1.0
18,0.2199,0.2778,0.6364,0.0,0.7778,0.1714,0.9433,0.8667,0.8148,0.9091,0.3057,0.8286,0.6667,0.4,0.8571
19,0.1551,1.0,0.7273,1.0,0.7,0.1714,0.943,0.8667,0.8148,0.9091,0.2932,0.9714,0.8333,0.6,1.0
