epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.3967,0.7,0.4545,0.0,1.0,0.2857,0.7641,0.6667,0.6731,0.6618,0.39,0.6875,0.3333,0.0,1.0
1,0.3028,0.8214,0.7273,0.25,1.0,0.2871,0.7633,0.675,0.75,0.6176,0.4269,0.75,0.3333,0.2,1.0
2,0.271,0.4444,0.7273,0.0,0.8889,0.2884,0.7636,0.675,0.7692,0.6029,0.3288,0.6571,0.5833,0.2,0.8571
3,0.2537,0.8333,0.8182,0.3333,1.0,0.2883,0.763,0.675,0.7692,0.6029,0.3311,0.6857,0.5833,0.0,1.0
4,0.2901,0.5833,0.7273,0.0,1.0,0.288,0.7636,0.675,0.7692,0.6029,0.3133,0.8,0.6667,0.2,1.0
5,0.3199,0.5357,0.4545,0.0,0.7143,0.2886,0.7641,0.6833,0.7885,0.6029,0.3743,0.6875,0.5,0.375,0.75
6,0.304,0.9,0.7273,0.4,1.0,0.2906,0.7639,0.7083,0.8654,0.5882,0.2916,0.7037,0.5833,0.0,0.7778
7,0.3271,0.8667,0.8182,0.6667,1.0,0.2917,0.7641,0.7083,0.8654,0.5882,0.2836,0.4,0.75,0.0,0.9
8,0.3492,0.5,0.6364,0.2,1.0,0.2926,0.7636,0.7,0.8654,0.5735,0.2564,1.0,1.0,1.0,1.0
9,0.3488,0.7333,0.6364,0.3333,1.0,0.2943,0.7644,0.6917,0.8654,0.5588,0.3306,0.6286,0.5833,0.4,0.7143
10,0.3162,0.5714,0.6364,0.25,0.8571,0.2962,0.7639,0.6833,0.8654,0.5441,0.3935,0.4444,0.5,0.5556,0.3333
11,0.3395,0.8,0.7273,0.5,1.0,0.298,0.7636,0.6833,0.8846,0.5294,0.3314,0.4375,0.5,0.25,0.625
12,0.3358,0.7,0.6364,0.2,1.0,0.2995,0.7641,0.6833,0.8846,0.5294,0.2603,0.7,0.8333,0.5,0.9
13,0.2644,0.875,0.7273,0.6667,0.75,0.2998,0.7641,0.6833,0.8846,0.5294,0.3701,0.4571,0.5,0.4286,0.6
14,0.3057,0.6786,0.7273,0.5,0.8571,0.2998,0.7639,0.6833,0.8846,0.5294,0.3976,0.3333,0.3333,0.3333,0.3333
15,0.2427,0.9444,0.8182,0.5,0.8889,0.2996,0.7641,0.6833,0.8846,0.5294,0.3449,0.6389,0.5,0.0,1.0
16,0.2432,1.0,0.9091,1.0,0.8889,0.2992,0.7641,0.6833,0.8846,0.5294,0.3152,0.7143,0.5833,0.4,0.7143
17,0.38,0.75,0.6364,0.4286,1.0,0.2996,0.7641,0.6833,0.8846,0.5294,0.3035,0.6875,0.5833,0.5,0.625
18,0.3013,0.2222,0.4545,0.0,0.5556,0.2996,0.7641,0.6833,0.8846,0.5294,0.3558,0.6,0.4167,0.4286,0.4
19,0.2672,0.875,0.7273,0.3333,0.875,0.2996,0.7641,0.6833,0.8846,0.5294,0.3937,1.0,0.3333,0.2727,1.0
20,0.2825,0.8929,0.6364,0.75,0.5714,0.2996,0.7641,0.6833,0.8846,0.5294,0.3076,0.7812,0.6667,0.25,0.875
21,0.3653,0.3667,0.5455,0.4,0.6667,0.2997,0.7641,0.6833,0.8846,0.5294,0.3154,0.5556,0.5,0.3333,0.5556
22,0.2877,0.5417,0.6364,0.0,0.875,0.2997,0.7641,0.6833,0.8846,0.5294,0.3567,0.5556,0.5,0.3333,0.6667
23,0.2574,0.6111,0.7273,0.5,0.7778,0.2996,0.7641,0.6833,0.8846,0.5294,0.3417,0.6111,0.5,0.3333,0.6667
24,0.3768,0.75,0.8182,0.75,1.0,0.2997,0.7641,0.6833,0.8846,0.5294,0.3717,0.5429,0.4167,0.1429,0.8
25,0.3551,0.5667,0.4545,0.6667,0.2,0.2998,0.7641,0.6833,0.8846,0.5294,0.3704,0.2857,0.4167,0.2,0.5714
26,0.3531,0.5667,0.5455,0.0,1.0,0.2998,0.7641,0.6833,0.8846,0.5294,0.3091,0.6875,0.5833,0.5,0.625
27,0.3502,0.8333,0.6364,0.3333,1.0,0.2999,0.7639,0.6833,0.8846,0.5294,0.3327,0.6,0.5833,0.6,0.5714
28,0.3362,0.5,0.5455,0.0,0.8571,0.2999,0.7639,0.6833,0.8846,0.5294,0.3109,0.7714,0.6667,0.4,0.8571
29,0.2217,0.7,0.6364,0.0,0.7,0.2999,0.7639,0.6833,0.8846,0.5294,0.3131,0.7714,0.8333,0.6,1.0
30,0.2777,0.9643,0.8182,0.5,1.0,0.2999,0.7639,0.6833,0.8846,0.5294,0.3212,0.5938,0.6667,0.5,0.75
31,0.3684,0.6333,0.5455,0.3333,0.8,0.2999,0.7639,0.6833,0.8846,0.5294,0.3187,0.7143,0.5833,0.2,0.8571
32,0.3732,0.3,0.4545,0.0,0.8333,0.3,0.7639,0.6833,0.8846,0.5294,0.3323,0.6286,0.6667,0.2,1.0
33,0.3546,0.6333,0.5455,0.2,0.8333,0.3001,0.7639,0.6833,0.8846,0.5294,0.2832,0.875,0.75,0.25,1.0
34,0.2794,0.7917,0.7273,0.3333,0.875,0.3001,0.7639,0.6833,0.8846,0.5294,0.3138,0.8611,0.8333,0.6667,1.0
35,0.2729,0.3889,0.5455,0.0,0.6667,0.3001,0.7639,0.6833,0.8846,0.5294,0.3283,0.5,0.5833,0.0,0.875
36,0.3024,0.2917,0.6364,0.0,0.875,0.3001,0.7639,0.6833,0.8846,0.5294,0.3595,0.3714,0.4167,0.2,0.5714
37,0.3119,0.9,0.7273,0.4,1.0,0.3001,0.7639,0.6833,0.8846,0.5294,0.3003,0.8857,0.75,0.6,0.8571
38,0.2565,1.0,0.8182,0.3333,1.0,0.3001,0.7639,0.6833,0.8846,0.5294,0.3736,0.4286,0.4167,0.1429,0.8
39,0.3312,0.4286,0.6364,0.5,0.7143,0.3001,0.7639,0.6833,0.8846,0.5294,0.3504,0.6875,0.6667,0.625,0.75
