epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1322,0.9,0.8182,0.9,0.0,0.1528,0.8796,0.8583,0.8947,0.72,0.0954,1.0,1.0,1.0,1.0
1,0.1396,0.6,0.9091,1.0,0.0,0.1525,0.88,0.8583,0.8947,0.72,0.0622,0.5,0.9167,0.9167,0
2,0.2587,0.9643,0.7273,1.0,0.25,0.1499,0.8808,0.8333,0.8632,0.72,0.119,0.9091,0.9167,1.0,0.0
3,0.1734,0.8333,0.8182,0.8889,0.5,0.1479,0.8808,0.825,0.8421,0.76,0.1237,0.9091,0.8333,0.9091,0.0
4,0.1964,0.7778,0.8182,1.0,0.0,0.1469,0.8808,0.8167,0.8316,0.76,0.3227,0.6562,0.75,1.0,0.25
5,0.1982,1.0,0.8182,1.0,0.3333,0.1454,0.8825,0.8167,0.8316,0.76,0.1093,1.0,0.9167,1.0,0.0
6,0.1687,0.9167,0.9091,0.875,1.0,0.1448,0.8821,0.8167,0.8316,0.76,0.2224,0.9062,0.9167,0.875,1.0
7,0.0842,0.5,0.5,0.5,0.5,0.145,0.8813,0.8167,0.8316,0.76,0.2031,1.0,1.0,1.0,1.0
8,0.1815,0.7222,0.6364,0.6667,0.5,0.1452,0.8817,0.8167,0.8316,0.76,0.1285,1.0,0.8333,0.8,1.0
9,0.1847,0.9583,0.9091,1.0,0.6667,0.1449,0.8817,0.8167,0.8316,0.76,0.2497,0.45,0.75,0.9,0.0
10,0.1378,1.0,0.9091,0.8889,1.0,0.1448,0.8813,0.8083,0.8211,0.76,0.1611,0.3636,0.9167,1.0,0.0
11,0.1121,1.0,0.9091,0.9,1.0,0.145,0.8808,0.8083,0.8211,0.76,0.1972,0.9259,0.9167,1.0,0.6667
12,0.2557,0.5833,0.6364,0.75,0.3333,0.1447,0.8796,0.8,0.8105,0.76,0.184,1.0,0.9167,1.0,0.6667
13,0.1875,0.9167,0.8182,0.75,1.0,0.1444,0.8808,0.7917,0.8,0.76,0.2362,0.5,0.8333,0.9,0.5
14,0.1376,1.0,1.0,1.0,1.0,0.1443,0.8808,0.7917,0.8,0.76,0.076,0.5,0.5,0.5,0.5
15,0.1455,1.0,0.9091,0.8889,1.0,0.1443,0.8817,0.8,0.8,0.8,0.1265,1.0,1.0,1.0,1.0
16,0.1048,0.5,0.5,0.5,0.5,0.1445,0.8804,0.7917,0.8,0.76,0.2077,0.7037,0.8333,0.8889,0.6667
17,0.1161,1.0,0.8182,0.8,1.0,0.1451,0.8804,0.8083,0.8211,0.76,0.1744,0.963,0.8333,0.8889,0.6667
18,0.1494,0.8889,0.9091,1.0,0.5,0.1454,0.88,0.8167,0.8316,0.76,0.2071,0.8148,0.8333,0.8889,0.6667
19,0.1994,0.9583,0.8182,1.0,0.3333,0.1451,0.88,0.8083,0.8211,0.76,0.0857,0.5,0.8333,0.8333,0
