epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.3493,0.5667,0.7273,0.8333,0.6,0.2525,0.8331,0.7333,0.8269,0.6618,0.3294,0.6875,0.8333,0.875,0.75
1,0.3022,0.6429,0.3636,0.75,0.1429,0.2527,0.8346,0.7333,0.8269,0.6618,0.3421,0.2,0.75,0.9,0.0
2,0.278,0.6111,0.5455,1.0,0.4444,0.2523,0.834,0.7333,0.8269,0.6618,0.347,0.4857,0.4167,0.6,0.2857
3,0.2659,0.875,0.8182,1.0,0.75,0.2513,0.8331,0.7417,0.8269,0.6765,0.3228,0.6571,0.6667,0.8,0.5714
4,0.3168,0.25,0.3636,0.0,0.5,0.2506,0.8323,0.7417,0.8077,0.6912,0.3212,0.7429,0.6667,0.8,0.5714
5,0.2829,0.75,0.7273,0.75,0.7143,0.2503,0.8317,0.75,0.8077,0.7059,0.3102,0.75,0.8333,0.75,1.0
6,0.2682,0.9,0.8182,1.0,0.6667,0.2502,0.8323,0.75,0.8077,0.7059,0.2995,0.7778,0.5833,1.0,0.4444
7,0.3042,0.8333,0.7273,0.8333,0.6,0.2507,0.8337,0.7333,0.8077,0.6765,0.3543,0.25,0.25,0.0,0.3
8,0.2989,0.8,0.7273,0.6,0.8333,0.2512,0.8348,0.7333,0.8269,0.6618,0.3361,0.7778,0.5,1.0,0.3333
9,0.2802,0.9667,0.9091,1.0,0.8,0.2528,0.8343,0.7333,0.8269,0.6618,0.3255,0.6571,0.5833,0.8,0.4286
10,0.2835,0.6786,0.7273,0.75,0.7143,0.2546,0.8346,0.725,0.9038,0.5882,0.3113,0.7778,0.75,0.8889,0.3333
11,0.3196,0.7,0.5455,0.6667,0.4,0.2567,0.8334,0.7,0.9038,0.5441,0.3364,0.6562,0.3333,0.75,0.125
12,0.2809,0.9,0.7273,1.0,0.5,0.2575,0.8334,0.6833,0.9038,0.5147,0.3379,0.85,0.25,1.0,0.1
13,0.2912,0.6667,0.5455,1.0,0.375,0.2574,0.8334,0.6833,0.9038,0.5147,0.3264,0.6286,0.5833,0.8571,0.2
14,0.2946,0.7143,0.6364,0.75,0.5714,0.2569,0.8337,0.7,0.9038,0.5441,0.2888,0.7778,0.6667,0.8889,0.0
15,0.268,0.7778,0.6364,1.0,0.5556,0.2562,0.8343,0.7083,0.9038,0.5588,0.3163,0.6111,0.5,0.8333,0.1667
16,0.3087,0.4444,0.4545,1.0,0.3333,0.2551,0.834,0.7167,0.9038,0.5735,0.3432,0.5429,0.5,0.8,0.2857
17,0.3089,0.7857,0.8182,1.0,0.5,0.2551,0.8343,0.7167,0.9038,0.5735,0.3334,0.7188,0.4167,1.0,0.125
18,0.2713,0.6111,0.5455,1.0,0.4444,0.2548,0.8346,0.7083,0.8846,0.5735,0.3373,0.5714,0.5,0.7143,0.2
19,0.2874,0.875,0.3636,1.0,0.125,0.2547,0.8346,0.7083,0.8846,0.5735,0.2929,1.0,0.8333,0.8182,1.0
