epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.3223,0.7,0.8182,1.0,0.6,0.2851,0.8298,0.6417,0.9423,0.4118,0.308,0.5625,0.75,1.0,0.25
1,0.3211,0.6429,0.5455,1.0,0.2857,0.2835,0.8292,0.6417,0.9423,0.4118,0.2899,0.55,0.8333,0.9,0.5
2,0.2993,1.0,0.2727,1.0,0.1111,0.2798,0.8289,0.6417,0.9423,0.4118,0.3242,0.6857,0.5833,1.0,0.2857
3,0.2788,0.8333,0.5455,1.0,0.375,0.2742,0.8278,0.7,0.9231,0.5294,0.3309,0.7714,0.5833,1.0,0.2857
4,0.327,0.4583,0.2727,1.0,0.0,0.2702,0.8283,0.725,0.9038,0.5882,0.3547,0.4,0.5,1.0,0.1429
5,0.2969,0.6786,0.5455,1.0,0.2857,0.2679,0.8275,0.7167,0.8846,0.5882,0.2934,0.75,0.75,1.0,0.25
6,0.2677,0.9333,0.7273,1.0,0.5,0.2672,0.8278,0.725,0.8846,0.6029,0.3259,0.6296,0.6667,1.0,0.5556
7,0.3565,0.3667,0.3636,0.5,0.2,0.2683,0.8283,0.7167,0.8846,0.5882,0.3492,0.4,0.3333,0.5,0.3
8,0.2561,0.8333,0.7273,0.8,0.6667,0.2688,0.8283,0.7167,0.8846,0.5882,0.3483,0.5926,0.5,1.0,0.3333
9,0.3326,0.5,0.5455,0.8333,0.2,0.2709,0.8281,0.7167,0.9038,0.5735,0.3644,0.6857,0.5833,1.0,0.2857
10,0.3156,0.5357,0.3636,0.5,0.2857,0.2726,0.8283,0.7083,0.9231,0.5441,0.3399,0.2963,0.6667,0.8889,0.0
11,0.3001,0.7667,0.5455,0.8333,0.2,0.2751,0.8289,0.7,0.9423,0.5147,0.3381,0.8125,0.4167,1.0,0.125
12,0.2678,0.8333,0.6364,1.0,0.3333,0.276,0.8289,0.6917,0.9423,0.5,0.3462,0.75,0.3333,1.0,0.2
13,0.2531,0.9583,0.5455,1.0,0.375,0.2757,0.8292,0.6917,0.9423,0.5,0.3422,0.5714,0.6667,1.0,0.2
14,0.2682,0.9643,0.5455,1.0,0.2857,0.2746,0.8289,0.7,0.9423,0.5147,0.3371,0.4074,0.6667,0.8889,0.0
15,0.2502,1.0,0.5455,1.0,0.4444,0.2733,0.8283,0.7,0.9231,0.5294,0.3208,0.6389,0.5833,0.8333,0.3333
16,0.3091,0.5556,0.3636,0.5,0.3333,0.2713,0.8281,0.725,0.9231,0.5735,0.3161,0.8571,0.5833,1.0,0.2857
17,0.2838,0.8214,0.6364,0.8571,0.25,0.271,0.8278,0.725,0.9231,0.5735,0.3141,0.6562,0.5,1.0,0.25
18,0.3139,0.4444,0.2727,1.0,0.1111,0.27,0.8275,0.7167,0.9038,0.5735,0.3375,0.6,0.5833,0.8571,0.2
19,0.292,0.7083,0.4545,1.0,0.25,0.2697,0.8275,0.7167,0.9038,0.5735,0.3123,0.9091,0.9167,0.9091,1.0
