epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1773,0.7656,0.4821,0.875,0.4167,0.1899,0.9223,0.8417,0.8519,0.8333,0.2995,0.8086,0.6491,0.963,0.3667
1,0.1834,0.7879,0.5893,0.9091,0.5111,0.1898,0.9209,0.8583,0.8333,0.8788,0.2915,0.8214,0.6842,0.8929,0.4828
2,0.1611,0.8667,0.6607,0.8182,0.6222,0.1914,0.9189,0.8417,0.7963,0.8788,0.2872,0.8091,0.6842,0.9286,0.4483
3,0.1674,0.8416,0.6964,0.5556,0.7234,0.1915,0.9189,0.8417,0.7963,0.8788,0.2838,0.8359,0.7193,0.875,0.6061
4,0.1876,0.7898,0.7143,0.75,0.7045,0.1909,0.9189,0.85,0.8148,0.8788,0.2842,0.8438,0.6842,0.96,0.4688
5,0.1741,0.8712,0.7321,0.8333,0.7045,0.19,0.9186,0.8583,0.8333,0.8788,0.3054,0.7469,0.614,0.8667,0.3333
6,0.1638,0.8109,0.7321,0.8889,0.7021,0.1894,0.9189,0.8667,0.8519,0.8788,0.2787,0.8598,0.6667,0.9167,0.4848
7,0.2044,0.6995,0.5893,0.8462,0.5116,0.189,0.9189,0.8667,0.8519,0.8788,0.2963,0.8207,0.614,0.875,0.4242
8,0.2038,0.7935,0.7143,0.9333,0.6341,0.1898,0.9175,0.85,0.8704,0.8333,0.3025,0.7882,0.614,0.9643,0.2759
9,0.1887,0.8418,0.6071,0.9286,0.5,0.1885,0.9181,0.85,0.8704,0.8333,0.3034,0.8043,0.5965,0.9167,0.3636
10,0.1521,0.8433,0.6071,1.0,0.56,0.191,0.9169,0.8417,0.7963,0.8788,0.2897,0.8111,0.6491,0.8148,0.5
11,0.1968,0.78,0.6786,0.8462,0.6279,0.1898,0.9169,0.8583,0.8333,0.8788,0.3053,0.7778,0.5614,0.8095,0.4167
12,0.1932,0.7292,0.625,0.5833,0.6364,0.1884,0.9186,0.8667,0.8519,0.8788,0.2952,0.803,0.614,0.8333,0.4545
13,0.1687,0.9034,0.625,1.0,0.5227,0.1901,0.9186,0.85,0.7963,0.8939,0.2905,0.8207,0.614,0.9167,0.3939
14,0.166,0.792,0.6964,0.7778,0.6809,0.1905,0.9184,0.85,0.7963,0.8939,0.291,0.8037,0.6667,0.8,0.5185
15,0.1611,0.9053,0.7679,1.0,0.7045,0.1937,0.9169,0.85,0.7593,0.9242,0.2885,0.7877,0.7193,0.8333,0.5926
16,0.1877,0.8247,0.75,0.6923,0.7674,0.1884,0.9164,0.8667,0.8519,0.8788,0.2942,0.814,0.5789,0.8214,0.3448
17,0.1702,0.8784,0.6786,0.9231,0.6047,0.1894,0.9164,0.8667,0.8519,0.8788,0.2895,0.8005,0.6491,0.8214,0.4828
18,0.1842,0.8182,0.6429,0.9167,0.5682,0.1904,0.915,0.8667,0.8333,0.8939,0.304,0.7864,0.6316,0.8519,0.4333
19,0.188,0.805,0.625,0.7692,0.5814,0.1904,0.9147,0.8667,0.8333,0.8939,0.2741,0.8531,0.6667,0.8519,0.5
