epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.3159,0.6571,0.5455,1.0,0.3333,0.2817,0.8289,0.6417,0.9423,0.4118,0.3095,0.7,0.7391,0.9333,0.375
1,0.2979,0.7429,0.6364,1.0,0.4667,0.2716,0.8281,0.7,0.9038,0.5441,0.3024,0.7167,0.6957,0.8667,0.375
2,0.2741,0.8246,0.5,1.0,0.4211,0.264,0.8275,0.7417,0.8462,0.6618,0.3236,0.6818,0.6087,0.7273,0.5
3,0.2704,0.6706,0.6818,0.4,0.7647,0.2617,0.8247,0.7667,0.8077,0.7353,0.3232,0.6667,0.6522,0.6667,0.6429
4,0.2901,0.6354,0.6818,0.6667,0.6875,0.2618,0.823,0.7583,0.7692,0.75,0.3536,0.4683,0.4783,0.3333,0.5714
5,0.303,0.6667,0.6364,0.6667,0.6154,0.2617,0.8232,0.7583,0.7692,0.75,0.3278,0.6692,0.6087,0.5385,0.7
6,0.2628,0.7708,0.6818,0.5,0.75,0.2615,0.8232,0.7583,0.7692,0.75,0.3492,0.5758,0.5652,0.3636,0.75
7,0.3278,0.5556,0.6818,0.4444,0.8462,0.2612,0.8238,0.7667,0.7885,0.75,0.2934,0.5444,0.6522,0.4,0.7222
8,0.2887,0.7667,0.6818,0.7,0.6667,0.2611,0.8232,0.775,0.8077,0.75,0.3256,0.5268,0.4783,0.4286,0.5
9,0.3118,0.675,0.5455,0.5,0.5833,0.2623,0.8235,0.7417,0.8077,0.6912,0.3368,0.6587,0.6522,0.8889,0.5
10,0.2821,0.812,0.6818,0.6667,0.6923,0.2626,0.8232,0.7333,0.8077,0.6765,0.3611,0.4318,0.4348,0.5833,0.2727
11,0.3122,0.7833,0.7273,0.8333,0.6,0.2667,0.8252,0.7417,0.8654,0.6471,0.3161,0.7778,0.4348,0.8889,0.1429
12,0.2753,0.8095,0.6364,0.8571,0.5333,0.2668,0.8247,0.7417,0.8654,0.6471,0.3327,0.6875,0.4348,0.8571,0.25
13,0.2833,0.7176,0.5909,0.6,0.5882,0.2618,0.8235,0.75,0.8077,0.7059,0.344,0.6667,0.6087,0.8182,0.4167
14,0.2545,0.9286,0.8636,0.875,0.8571,0.2607,0.8232,0.7667,0.8077,0.7353,0.3299,0.6231,0.6087,0.6,0.6154
15,0.2658,0.7917,0.6818,0.6667,0.6875,0.2606,0.823,0.75,0.7692,0.7353,0.3062,0.7083,0.6957,0.875,0.6
16,0.2548,0.5789,0.6818,0.3333,0.7368,0.2631,0.8215,0.7333,0.6923,0.7647,0.3259,0.6742,0.6522,0.6364,0.6667
17,0.2852,0.825,0.7273,0.7,0.75,0.2631,0.8207,0.7333,0.6923,0.7647,0.2929,0.7769,0.7826,0.7,0.8462
18,0.3085,0.6339,0.6818,0.5,0.7857,0.2645,0.8199,0.7333,0.6731,0.7794,0.3219,0.6923,0.6522,0.4,0.8462
19,0.2786,0.6118,0.5455,0.6,0.5294,0.2644,0.8193,0.7333,0.6731,0.7794,0.3481,0.7917,0.6087,0.4667,0.875
