epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1941,0.8333,0.3636,1.0,0.2222,0.1976,0.9214,0.85,0.9444,0.7727,0.2774,0.8571,0.6667,0.8571,0.4
1,0.2028,0.6667,0.4545,1.0,0.3333,0.1958,0.9214,0.8417,0.9259,0.7727,0.2478,0.9259,0.8333,1.0,0.3333
2,0.1568,0.8889,0.6364,1.0,0.5556,0.1945,0.9214,0.85,0.9074,0.803,0.2452,0.9429,0.8333,1.0,0.6
3,0.1589,1.0,0.4545,1.0,0.3333,0.1939,0.9214,0.85,0.9074,0.803,0.3138,0.7714,0.5833,1.0,0.2857
4,0.178,0.8889,0.5455,1.0,0.4444,0.1921,0.9217,0.85,0.8704,0.8333,0.2586,1.0,0.5833,1.0,0.2857
5,0.1422,0.9,0.6364,1.0,0.6,0.1909,0.9214,0.85,0.8704,0.8333,0.3291,0.6667,0.5,0.8333,0.1667
6,0.1944,0.875,0.7273,1.0,0.625,0.1905,0.9214,0.85,0.8704,0.8333,0.2655,0.9062,0.6667,1.0,0.5
7,0.1979,0.875,0.6364,1.0,0.5,0.1902,0.9214,0.8417,0.8519,0.8333,0.2658,0.9167,0.75,0.8333,0.6667
8,0.1532,0.7,0.7273,1.0,0.7,0.1896,0.9214,0.8417,0.8519,0.8333,0.3035,0.963,0.5,1.0,0.3333
9,0.1746,0.7778,0.5455,1.0,0.4444,0.1895,0.9217,0.8417,0.8519,0.8333,0.3672,0.65,0.3333,1.0,0.2
10,0.1391,1.0,0.6364,1.0,0.6,0.1893,0.9217,0.85,0.8519,0.8485,0.3341,0.5714,0.5,0.5714,0.4
11,0.186,0.6667,0.6364,1.0,0.5556,0.1893,0.9217,0.8583,0.8519,0.8636,0.2507,0.9429,0.8333,1.0,0.7143
12,0.1673,0.9444,0.6364,1.0,0.5556,0.1894,0.9217,0.8667,0.8519,0.8788,0.2915,0.9375,0.6667,1.0,0.5
13,0.1776,0.9583,0.8182,0.6667,0.875,0.1894,0.9212,0.8583,0.8333,0.8788,0.2726,0.8286,0.75,1.0,0.5714
14,0.1524,0.9444,0.6364,1.0,0.5556,0.1894,0.9209,0.8583,0.8333,0.8788,0.3301,0.625,0.5,0.75,0.0
15,0.1759,0.9583,0.9091,1.0,0.875,0.1893,0.9203,0.8667,0.8519,0.8788,0.2734,0.8571,0.8333,1.0,0.7143
16,0.216,0.9167,0.9091,1.0,0.875,0.1891,0.9209,0.8667,0.8519,0.8788,0.2891,0.75,0.5833,1.0,0.5
17,0.226,0.7857,0.8182,1.0,0.7143,0.1892,0.9203,0.8417,0.8519,0.8333,0.27,0.8889,0.75,0.8333,0.6667
18,0.1645,0.8889,0.6364,1.0,0.5556,0.1893,0.9203,0.85,0.8704,0.8333,0.2747,0.9143,0.75,1.0,0.5714
19,0.1607,0.9,0.3636,1.0,0.3,0.1891,0.9203,0.85,0.8519,0.8485,0.2992,0.8286,0.75,1.0,0.5714
