epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2099,0.8272,0.7778,0.9722,0.0,0.1129,0.9474,0.9083,0.9368,0.8,0.1556,0.9638,0.913,0.9737,0.625
1,0.2213,0.8209,0.8444,0.9706,0.4545,0.1037,0.9478,0.9083,0.9263,0.84,0.1713,0.8717,0.8478,0.8684,0.75
2,0.2094,0.7371,0.8222,0.8857,0.6,0.0996,0.9491,0.9167,0.9263,0.88,0.1667,0.8938,0.8043,0.8205,0.7143
3,0.1905,0.88,0.8222,0.8,0.9,0.0986,0.9491,0.9167,0.9263,0.88,0.1796,0.8816,0.7174,0.6842,0.875
4,0.1745,0.8378,0.8,0.7838,0.875,0.0989,0.9503,0.9083,0.9263,0.84,0.2008,0.8603,0.8043,0.7941,0.8333
5,0.1865,0.7534,0.8,0.8649,0.5,0.0981,0.9491,0.9167,0.9263,0.88,0.1851,0.8288,0.7609,0.7838,0.6667
6,0.1844,0.8571,0.7333,0.7143,0.8,0.0969,0.9516,0.9167,0.9263,0.88,0.2138,0.7843,0.7391,0.7353,0.75
7,0.1665,0.8346,0.7556,0.7895,0.5714,0.1001,0.9503,0.9083,0.9263,0.84,0.2232,0.8019,0.7609,0.7879,0.6923
8,0.1612,0.7778,0.8222,0.8462,0.6667,0.1024,0.9512,0.9083,0.9263,0.84,0.1684,0.9279,0.8478,0.8378,0.8889
9,0.197,0.9242,0.8667,0.9091,0.75,0.0966,0.9512,0.9167,0.9263,0.88,0.1541,0.9267,0.7609,0.7436,0.8571
10,0.2111,0.6389,0.6444,0.7222,0.3333,0.0957,0.9516,0.9083,0.9158,0.88,0.1618,0.8458,0.7174,0.7,0.8333
11,0.1489,0.83,0.7556,0.775,0.6,0.0977,0.9516,0.9083,0.9263,0.84,0.1878,0.8138,0.7826,0.8108,0.6667
12,0.1784,0.8412,0.7333,0.7568,0.625,0.0982,0.9528,0.9083,0.9263,0.84,0.1986,0.9363,0.8478,0.8824,0.75
13,0.181,0.8243,0.8222,0.8378,0.75,0.0982,0.9541,0.9083,0.9263,0.84,0.1812,0.8158,0.7609,0.8158,0.5
14,0.211,0.8822,0.8222,0.8438,0.7692,0.0938,0.9545,0.9167,0.9263,0.88,0.1877,0.8583,0.7609,0.75,0.8
15,0.2053,0.8822,0.7556,0.75,0.7692,0.0924,0.9537,0.9083,0.9053,0.92,0.1838,0.8799,0.6087,0.5135,1.0
16,0.1605,0.8333,0.7333,0.6923,1.0,0.0923,0.9545,0.9167,0.9263,0.88,0.1641,0.8462,0.7609,0.7949,0.5714
17,0.1848,0.82,0.7778,0.8,0.7,0.0926,0.9541,0.9167,0.9263,0.88,0.1974,0.8442,0.7174,0.7143,0.7273
18,0.1355,0.895,0.9111,0.925,0.8,0.0962,0.9554,0.9083,0.9263,0.84,0.1924,0.8571,0.8043,0.8,0.8182
19,0.1674,0.8735,0.8889,0.9167,0.7778,0.0965,0.9545,0.9083,0.9263,0.84,0.1586,0.8938,0.8043,0.7949,0.8571
20,0.167,0.7137,0.8667,0.9487,0.3333,0.0969,0.9562,0.9083,0.9263,0.84,0.18,0.9363,0.8261,0.8235,0.8333
21,0.2049,0.7229,0.7111,0.7714,0.5,0.0938,0.9571,0.9083,0.9263,0.84,0.1869,0.8909,0.7609,0.7714,0.7273
22,0.1602,0.8205,0.7333,0.7179,0.8333,0.0955,0.9575,0.9083,0.9263,0.84,0.1569,0.975,0.8913,0.8611,1.0
23,0.1435,0.4683,0.8,0.8571,0.0,0.0991,0.9575,0.9083,0.9263,0.84,0.1801,0.9273,0.8913,0.8857,0.9091
24,0.1362,0.9774,0.9111,0.9474,0.7143,0.0992,0.9575,0.9083,0.9263,0.84,0.1711,0.8979,0.8696,0.9459,0.5556
25,0.1931,0.84,0.8,0.8571,0.6,0.0985,0.9575,0.9083,0.9263,0.84,0.2021,0.8468,0.8043,0.8,0.8182
26,0.195,0.8965,0.8222,0.8788,0.6667,0.095,0.9575,0.9083,0.9263,0.84,0.1883,0.9069,0.8478,0.8529,0.8333
27,0.2137,0.6829,0.6667,0.7714,0.3,0.0935,0.9575,0.9083,0.9263,0.84,0.1506,0.9304,0.7826,0.7692,0.8571
28,0.182,0.9011,0.8222,0.7647,1.0,0.0929,0.9575,0.9083,0.9263,0.84,0.2037,0.8671,0.7391,0.7576,0.6923
29,0.2185,0.8226,0.8,0.8387,0.7143,0.0924,0.9575,0.9167,0.9263,0.88,0.1695,0.8914,0.7826,0.7632,0.875
30,0.1529,0.79,0.6889,0.675,0.8,0.0927,0.9575,0.9083,0.9263,0.84,0.1783,0.8972,0.7826,0.7778,0.8
31,0.1762,0.8796,0.8,0.8333,0.6667,0.0927,0.9575,0.9083,0.9263,0.84,0.1758,0.8092,0.6522,0.6579,0.625
32,0.1731,0.8395,0.8889,0.9167,0.7778,0.0926,0.9575,0.9083,0.9263,0.84,0.1949,0.7694,0.6087,0.6389,0.5
33,0.177,0.9114,0.8,0.7714,0.9,0.0926,0.9575,0.9083,0.9263,0.84,0.1771,0.8529,0.6957,0.7027,0.6667
34,0.1831,0.7331,0.6889,0.6757,0.75,0.0928,0.9575,0.9083,0.9263,0.84,0.1973,0.8834,0.7609,0.7576,0.7692
35,0.1602,0.8534,0.7778,0.7632,0.8571,0.0927,0.9575,0.9083,0.9263,0.84,0.1713,0.8979,0.8043,0.8108,0.7778
36,0.1901,0.5677,0.6889,0.7368,0.4286,0.0928,0.9575,0.9083,0.9263,0.84,0.1681,0.8783,0.7609,0.7895,0.625
37,0.1755,0.8108,0.8,0.8378,0.625,0.0928,0.9575,0.9083,0.9263,0.84,0.1588,0.9474,0.8696,0.8421,1.0
38,0.2028,0.7771,0.7556,0.8286,0.5,0.0928,0.9575,0.9083,0.9263,0.84,0.1416,0.8976,0.7826,0.7805,0.8
39,0.1657,0.9136,0.7333,0.6944,0.8889,0.0927,0.9575,0.9083,0.9263,0.84,0.1706,0.9194,0.8261,0.8333,0.8
