epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2819,0.6187,0.7333,0.0,1.0,0.2853,0.7656,0.6667,0.6538,0.6765,0.3599,0.714,0.4783,0.0,1.0
1,0.2888,0.7258,0.7111,0.0714,1.0,0.2863,0.763,0.6833,0.7308,0.6471,0.3653,0.7029,0.4783,0.04,1.0
2,0.2674,0.6057,0.7111,0.0,0.9143,0.2853,0.765,0.6667,0.6538,0.6765,0.3503,0.6875,0.5217,0.0455,0.9583
3,0.2712,0.7644,0.7556,0.1538,1.0,0.286,0.7636,0.675,0.6923,0.6618,0.3348,0.6942,0.587,0.05,1.0
4,0.3146,0.6723,0.6444,0.1765,0.9286,0.2952,0.7622,0.6917,0.8654,0.5588,0.3103,0.7103,0.6087,0.2778,0.8214
5,0.3148,0.7126,0.6667,0.4737,0.8077,0.3124,0.7627,0.675,0.9038,0.5,0.3293,0.6635,0.5652,0.6087,0.5217
6,0.2798,0.6551,0.6222,0.6364,0.6176,0.3022,0.7627,0.6833,0.8846,0.5294,0.3063,0.7363,0.6739,0.5294,0.7586
7,0.3152,0.836,0.8222,0.7391,0.9091,0.3111,0.7627,0.6833,0.9038,0.5147,0.2972,0.721,0.587,0.5,0.625
8,0.3465,0.583,0.5556,0.4545,0.6522,0.3214,0.7633,0.65,0.9423,0.4265,0.2911,0.8532,0.7826,0.8333,0.75
9,0.3107,0.5378,0.4222,0.5333,0.3667,0.3242,0.7636,0.65,0.9615,0.4118,0.319,0.7297,0.6087,0.6087,0.6087
10,0.3049,0.6576,0.4889,0.6471,0.3929,0.323,0.7639,0.65,0.9615,0.4118,0.3158,0.725,0.6522,0.7,0.6154
11,0.3174,0.6798,0.6,0.7727,0.4348,0.3326,0.763,0.6417,0.9615,0.3971,0.323,0.7039,0.5217,0.7059,0.4138
12,0.2857,0.6717,0.5778,0.6667,0.5455,0.3255,0.7633,0.6417,0.9615,0.3971,0.3077,0.7302,0.6304,0.6111,0.6429
13,0.3085,0.6708,0.6,0.7222,0.5185,0.3249,0.7636,0.65,0.9615,0.4118,0.3332,0.6465,0.5652,0.5652,0.5652
14,0.3045,0.7305,0.6889,0.8333,0.5926,0.3272,0.7633,0.6417,0.9615,0.3971,0.3217,0.6329,0.5435,0.5556,0.5357
15,0.2795,0.8582,0.6667,1.0,0.5312,0.3258,0.7633,0.6417,0.9615,0.3971,0.3245,0.616,0.5652,0.5789,0.5556
16,0.292,0.6851,0.6667,0.7692,0.625,0.3227,0.7633,0.6583,0.9615,0.4265,0.3268,0.6824,0.6522,0.7391,0.5652
17,0.2891,0.7773,0.6889,0.7647,0.6429,0.3244,0.763,0.65,0.9615,0.4118,0.3238,0.631,0.5217,0.6111,0.4643
18,0.3252,0.5123,0.5111,0.6111,0.4444,0.3247,0.7633,0.6417,0.9615,0.3971,0.3252,0.6686,0.6087,0.619,0.6
19,0.2925,0.7022,0.6667,0.6667,0.6667,0.3245,0.7633,0.65,0.9615,0.4118,0.3302,0.6352,0.5217,0.5652,0.4783
20,0.3102,0.6113,0.5556,0.6471,0.5,0.3246,0.7633,0.65,0.9615,0.4118,0.3125,0.6317,0.5652,0.5385,0.5758
21,0.3114,0.5138,0.4667,0.5714,0.4194,0.3244,0.7633,0.65,0.9615,0.4118,0.3251,0.6724,0.5217,0.5714,0.48
22,0.3173,0.6113,0.5556,0.6471,0.5,0.3242,0.7633,0.65,0.9615,0.4118,0.3248,0.6667,0.5652,0.5909,0.5417
23,0.2992,0.6221,0.5333,0.5714,0.5161,0.3237,0.7633,0.65,0.9615,0.4118,0.3176,0.6788,0.6304,0.7,0.5769
24,0.3254,0.7143,0.6,0.6667,0.5238,0.325,0.763,0.6417,0.9615,0.3971,0.3392,0.5879,0.5,0.5217,0.4783
25,0.3021,0.6311,0.6222,0.6667,0.6,0.325,0.763,0.6417,0.9615,0.3971,0.3139,0.6406,0.5652,0.5714,0.5625
26,0.3158,0.4147,0.4444,0.3571,0.4839,0.3249,0.763,0.6417,0.9615,0.3971,0.3187,0.6714,0.6087,0.7059,0.5517
27,0.3064,0.7366,0.6889,0.6667,0.7037,0.3249,0.763,0.6417,0.9615,0.3971,0.3164,0.7197,0.5652,0.6364,0.5
28,0.3021,0.6832,0.6889,0.6875,0.6897,0.3249,0.763,0.6417,0.9615,0.3971,0.3013,0.7299,0.6304,0.6429,0.625
29,0.2718,0.75,0.6,1.0,0.5135,0.3246,0.763,0.6417,0.9615,0.3971,0.3355,0.5517,0.5,0.5263,0.4815
30,0.3028,0.796,0.7333,0.75,0.72,0.3247,0.763,0.6417,0.9615,0.3971,0.3333,0.5827,0.587,0.65,0.5385
31,0.3069,0.7099,0.7111,0.7778,0.6667,0.3248,0.763,0.6417,0.9615,0.3971,0.3326,0.6,0.5435,0.5714,0.52
32,0.2973,0.6111,0.5556,0.6667,0.5152,0.3247,0.763,0.6417,0.9615,0.3971,0.3222,0.6654,0.5435,0.55,0.5385
33,0.3162,0.6235,0.6667,0.6667,0.6667,0.3247,0.763,0.6417,0.9615,0.3971,0.3183,0.7219,0.6522,0.7143,0.6
34,0.283,0.7644,0.6444,0.7333,0.6,0.3247,0.763,0.6417,0.9615,0.3971,0.3209,0.6627,0.5652,0.6111,0.5357
35,0.2959,0.601,0.5111,0.5385,0.5,0.3246,0.7633,0.6417,0.9615,0.3971,0.3163,0.692,0.6304,0.6842,0.5926
36,0.2999,0.694,0.6,0.625,0.5862,0.3245,0.763,0.6417,0.9615,0.3971,0.3274,0.6724,0.6087,0.68,0.5238
37,0.293,0.7931,0.7333,0.75,0.7241,0.3246,0.763,0.6417,0.9615,0.3971,0.3233,0.6743,0.587,0.5238,0.64
38,0.2875,0.7074,0.6667,0.5714,0.7097,0.3246,0.763,0.6417,0.9615,0.3971,0.3429,0.5558,0.4565,0.5769,0.3
39,0.3154,0.6193,0.5333,0.5,0.5556,0.3246,0.7633,0.6417,0.9615,0.3971,0.3213,0.653,0.5652,0.5263,0.5926
