FPR,TPR,Threshold
0.0,0.0,1.982528805732727
0.0,0.000925925925925926,0.982528805732727
0.0,0.27685185185185185,0.8697007298469543
0.0022727272727272726,0.27685185185185185,0.8691017031669617
0.0022727272727272726,0.2777777777777778,0.8690877556800842
0.005303030303030303,0.2777777777777778,0.8678013682365417
0.005303030303030303,0.27870370370370373,0.8677588105201721
0.006060606060606061,0.27870370370370373,0.8671910762786865
0.006060606060606061,0.2796296296296296,0.866569995880127
0.007575757575757576,0.2796296296296296,0.8664147257804871
0.007575757575757576,0.2916666666666667,0.8611732721328735
0.00909090909090909,0.2916666666666667,0.8598572611808777
0.00909090909090909,0.29444444444444445,0.8588473796844482
0.009848484848484848,0.29444444444444445,0.8587509989738464
0.009848484848484848,0.29814814814814816,0.8575745224952698
0.010606060606060607,0.29814814814814816,0.8575015068054199
0.010606060606060607,0.3138888888888889,0.8534279465675354
0.011363636363636364,0.3138888888888889,0.8533316254615784
0.011363636363636364,0.31574074074074077,0.8529324531555176
0.012121212121212121,0.31574074074074077,0.8529309034347534
0.012121212121212121,0.33425925925925926,0.8479202389717102
0.012878787878787878,0.33425925925925926,0.8469083309173584
0.012878787878787878,0.33796296296296297,0.8447492122650146
0.013636363636363636,0.33796296296296297,0.8446385860443115
0.013636363636363636,0.3398148148148148,0.843654215335846
0.015151515151515152,0.3398148148148148,0.8429401516914368
0.015151515151515152,0.3416666666666667,0.8420304656028748
0.017424242424242425,0.3416666666666667,0.8410313725471497
0.017424242424242425,0.3425925925925926,0.8410300016403198
0.019696969696969695,0.3425925925925926,0.8396793603897095
0.019696969696969695,0.3453703703703704,0.8383261561393738
0.021212121212121213,0.3453703703703704,0.8378466963768005
0.021212121212121213,0.3472222222222222,0.8366296887397766
0.02196969696969697,0.3472222222222222,0.8351843953132629
0.02196969696969697,0.35833333333333334,0.8319541811943054
0.023484848484848483,0.35833333333333334,0.8315432071685791
0.023484848484848483,0.362962962962963,0.8298823237419128
0.024242424242424242,0.362962962962963,0.8293349146842957
0.024242424242424242,0.3731481481481482,0.8264058232307434
0.025,0.3731481481481482,0.8258166313171387
0.025,0.37407407407407406,0.8253795504570007
0.025757575757575757,0.37407407407407406,0.824904203414917
0.025757575757575757,0.39166666666666666,0.8145968914031982
0.026515151515151516,0.39166666666666666,0.8143172860145569
0.026515151515151516,0.39537037037037037,0.8114021420478821
0.02727272727272727,0.39537037037037037,0.8094463348388672
0.02727272727272727,0.4027777777777778,0.8024629354476929
0.02878787878787879,0.4027777777777778,0.801801860332489
0.02878787878787879,0.4398148148148148,0.7839373350143433
0.029545454545454545,0.4398148148148148,0.7837671637535095
0.029545454545454545,0.44166666666666665,0.7833926677703857
0.030303030303030304,0.44166666666666665,0.7832715511322021
0.030303030303030304,0.4638888888888889,0.7739374041557312
0.03106060606060606,0.4638888888888889,0.7722283005714417
0.03106060606060606,0.4685185185185185,0.7692171931266785
0.031818181818181815,0.4685185185185185,0.7690798044204712
0.031818181818181815,0.48055555555555557,0.7647127509117126
0.03257575757575758,0.48055555555555557,0.7646791338920593
0.03257575757575758,0.487962962962963,0.7603060603141785
0.03409090909090909,0.487962962962963,0.7602794170379639
0.03409090909090909,0.4962962962962963,0.7579216361045837
0.03484848484848485,0.4962962962962963,0.7579118609428406
0.03484848484848485,0.5055555555555555,0.7533959746360779
0.035606060606060606,0.5055555555555555,0.7531633377075195
0.035606060606060606,0.5083333333333333,0.7528780102729797
0.03636363636363636,0.5083333333333333,0.7528337240219116
0.03636363636363636,0.5101851851851852,0.7526872754096985
0.04090909090909091,0.5101851851851852,0.7511469721794128
0.04090909090909091,0.5138888888888888,0.7496612071990967
0.041666666666666664,0.5138888888888888,0.7494411468505859
0.041666666666666664,0.5148148148148148,0.7491888999938965
0.04242424242424243,0.5148148148148148,0.7491775155067444
0.04242424242424243,0.524074074074074,0.745152473449707
0.0446969696969697,0.524074074074074,0.7448563575744629
0.0446969696969697,0.5259259259259259,0.7413944602012634
0.045454545454545456,0.5259259259259259,0.7411602735519409
0.045454545454545456,0.5268518518518519,0.741119921207428
0.04696969696969697,0.5268518518518519,0.7407562732696533
0.04696969696969697,0.5305555555555556,0.7390196919441223
0.04772727272727273,0.5305555555555556,0.7390182614326477
0.04772727272727273,0.5333333333333333,0.735064685344696
0.048484848484848485,0.5333333333333333,0.7348851561546326
0.048484848484848485,0.5351851851851852,0.7336942553520203
0.04924242424242424,0.5351851851851852,0.7322537302970886
0.04924242424242424,0.5361111111111111,0.7321118712425232
0.05303030303030303,0.5361111111111111,0.7301064729690552
0.05303030303030303,0.5370370370370371,0.7296107411384583
0.05378787878787879,0.5370370370370371,0.729342520236969
0.05378787878787879,0.537962962962963,0.7292724847793579
0.05454545454545454,0.537962962962963,0.7290478348731995
0.05454545454545454,0.5398148148148149,0.7288514971733093
0.05606060606060606,0.5398148148148149,0.7275761961936951
