epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1677,0.8595,0.5664,0.9474,0.4894,0.1891,0.9217,0.8583,0.8519,0.8636,0.2889,0.8375,0.6579,0.8846,0.4677
1,0.1933,0.7976,0.6549,0.8889,0.5814,0.1888,0.9212,0.8417,0.8519,0.8333,0.2943,0.8286,0.614,0.9184,0.3846
2,0.1436,0.9222,0.6991,0.9444,0.6526,0.194,0.9178,0.8417,0.7593,0.9091,0.2824,0.8366,0.7193,0.8235,0.6349
3,0.1578,0.848,0.7699,0.6111,0.8,0.1959,0.9169,0.85,0.7593,0.9242,0.2844,0.8244,0.7105,0.8077,0.629
4,0.1681,0.8497,0.7257,0.8636,0.6923,0.197,0.9141,0.85,0.7593,0.9242,0.2853,0.8151,0.7193,0.8462,0.6129
5,0.1481,0.8836,0.7876,0.7059,0.8021,0.2096,0.9133,0.8417,0.7222,0.9394,0.2819,0.8189,0.7368,0.75,0.7258
6,0.1691,0.8467,0.7699,0.6364,0.8022,0.1951,0.9153,0.85,0.7593,0.9242,0.2773,0.8477,0.7193,0.8654,0.5968
7,0.2039,0.7821,0.6814,0.9355,0.5854,0.1885,0.9136,0.8667,0.8704,0.8636,0.2958,0.8392,0.6053,0.9388,0.3538
8,0.1873,0.8403,0.6637,0.9355,0.561,0.188,0.9155,0.8583,0.8704,0.8485,0.2893,0.8469,0.6228,0.9444,0.3333
9,0.1694,0.8891,0.6106,0.96,0.5114,0.1886,0.915,0.8583,0.8333,0.8788,0.2858,0.8413,0.6754,0.9412,0.4603
10,0.1371,0.9068,0.7345,0.9333,0.7041,0.2175,0.9116,0.8167,0.6667,0.9394,0.2795,0.8179,0.7281,0.7451,0.7143
11,0.18,0.8291,0.6814,0.84,0.6364,0.2046,0.9144,0.8333,0.7222,0.9242,0.2755,0.8359,0.7193,0.8462,0.6129
12,0.1711,0.7955,0.6903,0.7143,0.6848,0.2003,0.9158,0.85,0.7593,0.9242,0.2744,0.8438,0.7193,0.8627,0.6032
13,0.1696,0.8877,0.7168,1.0,0.6322,0.2005,0.9161,0.85,0.7593,0.9242,0.2728,0.8544,0.7193,0.88,0.5938
14,0.1644,0.8199,0.6991,0.8,0.6774,0.1976,0.9147,0.85,0.7593,0.9242,0.2743,0.8486,0.7018,0.8654,0.5645
15,0.1621,0.9114,0.7611,0.92,0.7159,0.1972,0.9147,0.85,0.7593,0.9242,0.2767,0.8403,0.693,0.8627,0.5556
16,0.1637,0.8511,0.708,0.8182,0.6813,0.1964,0.9158,0.8583,0.7778,0.9242,0.274,0.8506,0.7018,0.8627,0.5714
17,0.163,0.8749,0.708,0.913,0.6556,0.198,0.9153,0.8583,0.7778,0.9242,0.2756,0.8446,0.693,0.8654,0.5484
18,0.1652,0.8551,0.6991,0.9545,0.6374,0.2015,0.9144,0.85,0.7593,0.9242,0.2751,0.8462,0.7018,0.8654,0.5645
19,0.1665,0.88,0.6991,0.84,0.6591,0.2006,0.9144,0.85,0.7593,0.9242,0.2702,0.8587,0.7018,0.8431,0.5873
