epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2816,0.7468,0.6991,0.7222,0.6883,0.2497,0.832,0.7583,0.8077,0.7206,0.3088,0.7535,0.6842,0.7347,0.6462
1,0.266,0.8653,0.7522,0.8158,0.72,0.2502,0.8309,0.7583,0.7885,0.7353,0.3081,0.7573,0.7105,0.6939,0.7231
2,0.2589,0.8318,0.7965,0.4688,0.9259,0.2545,0.8266,0.7333,0.6731,0.7794,0.304,0.7721,0.7193,0.6042,0.803
3,0.2585,0.8436,0.8053,0.5882,0.8987,0.2531,0.8269,0.7417,0.7308,0.75,0.3041,0.78,0.7281,0.64,0.7969
4,0.2909,0.7671,0.7434,0.6136,0.8261,0.2511,0.8306,0.7667,0.8269,0.7206,0.3095,0.7607,0.6228,0.8431,0.4444
5,0.2839,0.7459,0.6549,0.725,0.6164,0.2501,0.8295,0.75,0.7692,0.7353,0.3018,0.7838,0.7105,0.8125,0.6364
6,0.2803,0.78,0.6726,0.641,0.6892,0.2506,0.8289,0.7417,0.7308,0.75,0.3003,0.7989,0.7281,0.7843,0.6825
7,0.2777,0.8543,0.7611,0.86,0.6825,0.2499,0.8278,0.7583,0.7885,0.7353,0.3047,0.7759,0.6842,0.8333,0.5758
8,0.2887,0.8077,0.708,0.8039,0.629,0.2506,0.8278,0.7583,0.8462,0.6912,0.3062,0.7794,0.614,0.88,0.4062
9,0.2762,0.8599,0.6903,0.9167,0.5231,0.2511,0.8266,0.7583,0.8462,0.6912,0.3073,0.7692,0.614,0.9038,0.371
10,0.2717,0.8283,0.6903,0.8095,0.6197,0.2511,0.8252,0.7583,0.8462,0.6912,0.3047,0.7891,0.6053,0.9,0.375
11,0.2784,0.8189,0.646,0.8913,0.4776,0.2512,0.8255,0.7583,0.8462,0.6912,0.3088,0.7775,0.5789,0.92,0.3125
12,0.2859,0.7994,0.6991,0.8125,0.6154,0.2513,0.8252,0.7583,0.8462,0.6912,0.3112,0.7734,0.5789,0.9375,0.3182
13,0.2837,0.7933,0.6283,0.875,0.4462,0.2513,0.8252,0.7583,0.8462,0.6912,0.3058,0.7941,0.6053,0.94,0.3438
14,0.268,0.8302,0.6814,0.8684,0.5867,0.2511,0.8252,0.7583,0.8462,0.6912,0.307,0.7797,0.6053,0.94,0.3438
15,0.2618,0.8759,0.6991,0.8919,0.6053,0.2507,0.8247,0.7583,0.8462,0.6912,0.3081,0.7749,0.5965,0.8958,0.3788
16,0.2678,0.8605,0.6903,0.8837,0.5714,0.2505,0.8255,0.75,0.8269,0.6912,0.3067,0.7744,0.6491,0.9,0.4531
17,0.2845,0.7857,0.6372,0.8837,0.4857,0.2505,0.8255,0.75,0.8269,0.6912,0.3057,0.7772,0.6491,0.902,0.4444
18,0.2807,0.8045,0.6637,0.8571,0.5493,0.2504,0.8252,0.75,0.8269,0.6912,0.3088,0.7694,0.6228,0.88,0.4219
19,0.2728,0.8459,0.7168,0.9268,0.5972,0.2504,0.8252,0.75,0.8269,0.6912,0.3044,0.7844,0.6404,0.875,0.4697
