epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1914,0.7621,0.4179,0.9167,0.3091,0.1901,0.9228,0.8417,0.8519,0.8333,0.3267,0.6415,0.6029,0.875,0.3611
1,0.1984,0.7023,0.5075,0.9231,0.4074,0.1896,0.9214,0.8667,0.8519,0.8788,0.3265,0.6623,0.5588,0.8333,0.3421
2,0.1694,0.7808,0.6269,0.7273,0.6071,0.1913,0.9212,0.8417,0.7963,0.8788,0.3135,0.6797,0.5882,0.7879,0.4
3,0.1833,0.7333,0.6269,0.6667,0.6182,0.193,0.9198,0.8417,0.7778,0.8939,0.317,0.6852,0.6176,0.7241,0.5385
4,0.2031,0.686,0.5821,0.6429,0.566,0.1902,0.92,0.85,0.8148,0.8788,0.3254,0.6419,0.5441,0.8621,0.3077
5,0.1855,0.7578,0.6567,0.6923,0.6481,0.1896,0.9189,0.8667,0.8519,0.8788,0.3432,0.5521,0.5441,0.875,0.25
6,0.1851,0.7576,0.6567,0.75,0.6364,0.1897,0.9192,0.8667,0.8519,0.8788,0.3076,0.7386,0.6471,0.9,0.4474
7,0.2192,0.5885,0.5224,0.8,0.4423,0.1891,0.9198,0.8583,0.8519,0.8636,0.3329,0.6314,0.5735,0.8889,0.3659
8,0.2141,0.6458,0.5672,0.8125,0.4902,0.1903,0.9206,0.85,0.8704,0.8333,0.3342,0.5749,0.5735,0.8571,0.2727
9,0.1974,0.7615,0.5224,0.9333,0.4038,0.1893,0.92,0.8417,0.8519,0.8333,0.3353,0.6661,0.5588,0.8929,0.325
10,0.1713,0.751,0.5821,0.6667,0.569,0.1911,0.9198,0.8417,0.7963,0.8788,0.3245,0.6675,0.5441,0.7273,0.3714
11,0.2297,0.6236,0.5672,0.7778,0.4898,0.1894,0.9192,0.8667,0.8519,0.8788,0.3334,0.635,0.5294,0.8148,0.3415
12,0.2047,0.6563,0.4925,0.6429,0.4528,0.1891,0.9203,0.85,0.8519,0.8485,0.3316,0.6694,0.5294,0.8519,0.3171
13,0.1983,0.7269,0.4925,1.0,0.3462,0.1883,0.9209,0.8583,0.8519,0.8636,0.3165,0.7184,0.6029,0.9333,0.3421
14,0.1923,0.6636,0.5821,0.75,0.5455,0.1888,0.9209,0.8667,0.8519,0.8788,0.3275,0.6521,0.5735,0.8065,0.3784
15,0.1845,0.8333,0.6866,1.0,0.5962,0.1891,0.9195,0.8667,0.8519,0.8788,0.3178,0.6858,0.5882,0.8438,0.3611
16,0.2025,0.7051,0.5821,0.5333,0.5962,0.1889,0.9195,0.85,0.8519,0.8485,0.3293,0.6835,0.5147,0.8387,0.2432
17,0.1877,0.779,0.5373,0.9286,0.434,0.189,0.9186,0.8667,0.8519,0.8788,0.3225,0.6635,0.5735,0.8235,0.3235
18,0.2017,0.7295,0.5224,0.8667,0.4231,0.1893,0.9189,0.8667,0.8519,0.8788,0.3323,0.6415,0.5588,0.875,0.2778
19,0.2132,0.6894,0.5224,0.7647,0.44,0.1892,0.9184,0.8583,0.8519,0.8636,0.3154,0.6935,0.6029,0.8485,0.3714
