epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1851,0.7135,0.4464,0.875,0.375,0.19,0.9226,0.8417,0.8519,0.8333,0.3143,0.7296,0.614,0.9259,0.3333
1,0.1925,0.7414,0.5536,0.9091,0.4667,0.1897,0.9217,0.8667,0.8519,0.8788,0.3066,0.7599,0.6491,0.8929,0.4138
2,0.1704,0.8323,0.625,0.8182,0.5778,0.1908,0.9212,0.85,0.8148,0.8788,0.3024,0.7254,0.614,0.8571,0.3793
3,0.1756,0.7518,0.6071,0.5556,0.617,0.1909,0.9206,0.85,0.8148,0.8788,0.2995,0.7702,0.6491,0.7917,0.5455
4,0.1982,0.733,0.6786,0.75,0.6591,0.1902,0.92,0.85,0.8148,0.8788,0.301,0.7762,0.6316,0.96,0.375
5,0.1846,0.8106,0.6964,0.75,0.6818,0.1896,0.9198,0.8667,0.8519,0.8788,0.322,0.6593,0.5965,0.8667,0.2963
6,0.1728,0.7778,0.6607,0.8889,0.617,0.1892,0.9195,0.8583,0.8519,0.8636,0.296,0.7967,0.6667,0.9167,0.4848
7,0.215,0.6208,0.5714,0.8462,0.4884,0.1889,0.9198,0.8417,0.8519,0.8333,0.3136,0.7285,0.5965,0.875,0.3939
8,0.2151,0.7333,0.6429,0.8,0.5854,0.1907,0.9189,0.85,0.8704,0.8333,0.3188,0.702,0.614,0.9643,0.2759
9,0.1991,0.7823,0.5536,0.9286,0.4286,0.1893,0.9198,0.85,0.8704,0.8333,0.3209,0.7311,0.5789,0.875,0.3636
10,0.162,0.79,0.5536,1.0,0.5,0.1894,0.9192,0.8667,0.8519,0.8788,0.3061,0.7654,0.5789,0.8148,0.3667
11,0.207,0.7227,0.5714,0.7692,0.5116,0.1889,0.9195,0.8667,0.8519,0.8788,0.3222,0.7143,0.5263,0.8095,0.3611
12,0.2028,0.6686,0.5357,0.5833,0.5227,0.1882,0.9206,0.8583,0.8519,0.8636,0.3132,0.7348,0.5789,0.8333,0.3939
13,0.1794,0.8617,0.5536,1.0,0.4318,0.1885,0.9212,0.8583,0.8333,0.8788,0.3081,0.7424,0.5965,0.9167,0.3636
14,0.1746,0.747,0.6786,0.7778,0.6596,0.1887,0.9209,0.8583,0.8333,0.8788,0.3074,0.7519,0.6316,0.8,0.4444
15,0.1734,0.8598,0.7143,1.0,0.6364,0.1905,0.9198,0.8417,0.7963,0.8788,0.3047,0.7272,0.6491,0.8333,0.4444
16,0.1994,0.7728,0.7143,0.5385,0.7674,0.188,0.9178,0.8667,0.8519,0.8788,0.3114,0.7488,0.5439,0.8214,0.2759
17,0.1821,0.8462,0.5893,0.9231,0.4884,0.1882,0.9175,0.8667,0.8519,0.8788,0.3062,0.7278,0.5965,0.8214,0.3793
18,0.1947,0.7898,0.5536,0.9167,0.4545,0.1887,0.9181,0.8667,0.8519,0.8788,0.3232,0.7012,0.5614,0.8519,0.3
19,0.2007,0.7209,0.5714,0.6923,0.5349,0.1889,0.9172,0.8667,0.8519,0.8788,0.2945,0.7704,0.6316,0.8519,0.4333
