epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.18,0.6823,0.8214,0.125,0.9375,0.1768,0.943,0.875,0.8148,0.9242,0.3213,0.821,0.614,0.2222,0.9667
1,0.2045,0.7232,0.8036,0.4545,0.8889,0.1743,0.9436,0.875,0.8148,0.9242,0.3302,0.782,0.5614,0.1429,0.9655
2,0.2052,0.7071,0.8036,0.2727,0.9333,0.1707,0.9436,0.875,0.8148,0.9242,0.3287,0.7167,0.614,0.3929,0.8276
3,0.1916,0.6407,0.7857,0.2222,0.8936,0.169,0.9439,0.8667,0.8148,0.9091,0.3078,0.8068,0.7018,0.5417,0.8182
4,0.2,0.8239,0.7143,0.75,0.7045,0.1683,0.9436,0.8583,0.8148,0.8939,0.3074,0.8138,0.6842,0.6,0.75
5,0.2013,0.7992,0.6607,0.5,0.7045,0.1676,0.9425,0.8583,0.8148,0.8939,0.314,0.7963,0.6842,0.6,0.7778
6,0.1775,0.8038,0.6607,0.6667,0.6596,0.1677,0.9428,0.85,0.8148,0.8788,0.2924,0.8636,0.7895,0.7083,0.8485
7,0.2159,0.6798,0.5357,0.5385,0.5349,0.1667,0.943,0.85,0.8333,0.8636,0.2928,0.8737,0.7719,0.7917,0.7576
8,0.2124,0.8797,0.6786,0.8667,0.6098,0.1679,0.9425,0.8417,0.8519,0.8333,0.2857,0.8929,0.8246,0.8571,0.7931
9,0.2199,0.6939,0.6071,0.7857,0.5476,0.1694,0.9428,0.85,0.8704,0.8333,0.3006,0.8548,0.7368,0.9167,0.6061
10,0.1814,0.47,0.4464,0.5,0.44,0.1682,0.9416,0.85,0.8333,0.8636,0.2964,0.8136,0.7018,0.7407,0.6667
11,0.2006,0.8497,0.6964,1.0,0.6047,0.1686,0.9414,0.8417,0.8333,0.8485,0.3046,0.7738,0.6491,0.7143,0.6111
12,0.2053,0.7159,0.625,0.75,0.5909,0.1687,0.9411,0.8417,0.8333,0.8485,0.2945,0.8851,0.807,0.7917,0.8182
13,0.1874,0.8826,0.6429,0.9167,0.5682,0.1685,0.9405,0.8417,0.8333,0.8485,0.3005,0.8106,0.7368,0.7917,0.697
14,0.1741,0.8794,0.5893,1.0,0.5106,0.1685,0.9408,0.8417,0.8333,0.8485,0.2889,0.9136,0.7895,0.8,0.7778
15,0.1917,0.8352,0.625,1.0,0.5227,0.1684,0.9408,0.8417,0.8333,0.8485,0.2899,0.916,0.8421,0.8667,0.8148
16,0.2014,0.7567,0.625,0.7692,0.5814,0.1686,0.9405,0.8417,0.8333,0.8485,0.2898,0.8707,0.7895,0.8571,0.7241
17,0.19,0.8748,0.6429,0.9231,0.5581,0.1688,0.9405,0.8417,0.8333,0.8485,0.3126,0.7734,0.6667,0.7857,0.5517
18,0.2095,0.6364,0.5536,0.6667,0.5227,0.169,0.9408,0.8417,0.8333,0.8485,0.2978,0.8481,0.7719,0.8148,0.7333
19,0.2008,0.7943,0.5893,0.8462,0.5116,0.1692,0.9405,0.8417,0.8333,0.8485,0.3049,0.8148,0.7193,0.8148,0.6333
