epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.2803,0.6414,0.7333,0.0,1.0,0.2853,0.7656,0.6667,0.6538,0.6765,0.3578,0.7273,0.4783,0.0,1.0
1,0.2874,0.7558,0.7111,0.0714,1.0,0.2862,0.763,0.6833,0.7308,0.6471,0.3631,0.7143,0.5,0.08,1.0
2,0.2658,0.6314,0.7111,0.0,0.9143,0.2853,0.7653,0.6667,0.6538,0.6765,0.3483,0.7008,0.5435,0.0455,1.0
3,0.2696,0.7764,0.7556,0.1538,1.0,0.2859,0.7641,0.675,0.6923,0.6618,0.3327,0.7173,0.587,0.05,1.0
4,0.3126,0.6912,0.6444,0.1765,0.9286,0.2953,0.7627,0.6917,0.8654,0.5588,0.3085,0.7262,0.6087,0.2778,0.8214
5,0.3128,0.7389,0.6667,0.4737,0.8077,0.3127,0.7633,0.675,0.9038,0.5,0.3273,0.6786,0.5652,0.6087,0.5217
6,0.2782,0.6631,0.6889,0.7273,0.6765,0.3023,0.7627,0.6833,0.8846,0.5294,0.3043,0.7525,0.6739,0.5294,0.7586
7,0.3126,0.8439,0.8222,0.7391,0.9091,0.3114,0.7627,0.675,0.9038,0.5,0.2952,0.7366,0.587,0.5,0.625
8,0.3442,0.5929,0.5778,0.5,0.6522,0.3218,0.7641,0.65,0.9423,0.4265,0.2892,0.8671,0.8261,0.8889,0.7857
9,0.3088,0.5578,0.4222,0.5333,0.3667,0.3246,0.7636,0.65,0.9615,0.4118,0.317,0.741,0.6304,0.6087,0.6522
10,0.3028,0.6744,0.5556,0.6471,0.5,0.3233,0.763,0.65,0.9615,0.4118,0.3138,0.7308,0.6522,0.7,0.6154
11,0.3152,0.6976,0.6,0.7727,0.4348,0.3329,0.763,0.6333,0.9615,0.3824,0.3212,0.7079,0.5217,0.7059,0.4138
12,0.2839,0.6818,0.6,0.75,0.5455,0.3257,0.7636,0.6417,0.9615,0.3971,0.3056,0.75,0.6304,0.6111,0.6429
13,0.3064,0.677,0.6,0.7222,0.5185,0.3251,0.7633,0.65,0.9615,0.4118,0.3312,0.6597,0.587,0.5652,0.6087
14,0.3026,0.7407,0.6889,0.8333,0.5926,0.3274,0.7636,0.6417,0.9615,0.3971,0.3197,0.6508,0.587,0.6667,0.5357
15,0.2778,0.8678,0.6667,1.0,0.5312,0.326,0.7633,0.6417,0.9615,0.3971,0.3223,0.6335,0.5652,0.5789,0.5556
16,0.2902,0.6899,0.6667,0.7692,0.625,0.3228,0.7636,0.65,0.9615,0.4118,0.3248,0.6975,0.6739,0.7826,0.5652
17,0.287,0.7794,0.7111,0.7647,0.6786,0.3246,0.7636,0.65,0.9615,0.4118,0.322,0.6389,0.5217,0.6111,0.4643
18,0.3231,0.5247,0.5111,0.6111,0.4444,0.3249,0.7639,0.6417,0.9615,0.3971,0.3231,0.6857,0.6087,0.619,0.6
19,0.2905,0.7267,0.6667,0.6667,0.6667,0.3247,0.7639,0.65,0.9615,0.4118,0.328,0.6446,0.5435,0.5652,0.5217
20,0.3083,0.6261,0.6,0.7059,0.5357,0.3248,0.7639,0.65,0.9615,0.4118,0.3106,0.6434,0.587,0.5385,0.6061
21,0.3095,0.5346,0.4667,0.5714,0.4194,0.3246,0.7639,0.65,0.9615,0.4118,0.3232,0.6781,0.5435,0.5714,0.52
22,0.3153,0.6197,0.5556,0.6471,0.5,0.3244,0.7639,0.65,0.9615,0.4118,0.3228,0.678,0.587,0.5909,0.5833
23,0.2974,0.6406,0.5333,0.5714,0.5161,0.3239,0.7641,0.65,0.9615,0.4118,0.3155,0.7,0.6304,0.7,0.5769
24,0.323,0.7222,0.6,0.6667,0.5238,0.3252,0.7636,0.6417,0.9615,0.3971,0.3372,0.5974,0.5,0.5217,0.4783
25,0.3001,0.6356,0.6222,0.6667,0.6,0.3252,0.7636,0.6417,0.9615,0.3971,0.312,0.6496,0.587,0.5714,0.5938
26,0.3139,0.4332,0.4667,0.4286,0.4839,0.3251,0.7636,0.6417,0.9615,0.3971,0.3169,0.6815,0.6522,0.7059,0.6207
27,0.3043,0.7593,0.6889,0.6667,0.7037,0.3251,0.7639,0.6417,0.9615,0.3971,0.3143,0.733,0.587,0.6364,0.5417
28,0.3001,0.6897,0.6889,0.6875,0.6897,0.3252,0.7639,0.6417,0.9615,0.3971,0.2993,0.75,0.6522,0.6429,0.6562
29,0.2701,0.75,0.6,1.0,0.5135,0.3248,0.7639,0.6417,0.9615,0.3971,0.3336,0.5692,0.5217,0.5263,0.5185
30,0.3005,0.808,0.7556,0.75,0.76,0.3249,0.7639,0.6417,0.9615,0.3971,0.3313,0.5981,0.6087,0.65,0.5769
31,0.3046,0.7222,0.7111,0.7778,0.6667,0.325,0.7639,0.6417,0.9615,0.3971,0.3304,0.6171,0.5435,0.5714,0.52
32,0.2952,0.6288,0.5556,0.6667,0.5152,0.3249,0.7639,0.6417,0.9615,0.3971,0.3202,0.6846,0.587,0.55,0.6154
33,0.3144,0.644,0.6667,0.6667,0.6667,0.3249,0.7639,0.6417,0.9615,0.3971,0.3161,0.7429,0.6739,0.7143,0.64
