epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1718,0.8076,0.7463,0.5833,0.7818,0.1475,0.9565,0.875,0.8704,0.8788,0.2558,0.9089,0.8235,0.6875,0.9444
1,0.164,0.9117,0.7761,0.8462,0.7593,0.147,0.9571,0.875,0.8704,0.8788,0.2691,0.8807,0.7647,0.5667,0.9211
2,0.1577,0.8831,0.8657,0.8182,0.875,0.1471,0.9565,0.875,0.8889,0.8636,0.2548,0.897,0.8088,0.697,0.9143
3,0.1689,0.8152,0.7015,0.6667,0.7091,0.1463,0.9565,0.875,0.8704,0.8788,0.2559,0.8833,0.7941,0.7241,0.8462
4,0.177,0.8477,0.7313,0.6429,0.7547,0.1462,0.9551,0.875,0.8889,0.8636,0.2527,0.8948,0.7941,0.7241,0.8462
5,0.1905,0.7322,0.6269,0.6154,0.6296,0.1484,0.9551,0.9,0.9444,0.8636,0.2314,0.9705,0.8971,0.9688,0.8333
6,0.1617,0.853,0.7015,0.75,0.6909,0.1473,0.9554,0.9,0.9444,0.8636,0.2416,0.9465,0.8235,0.8333,0.8158
7,0.1803,0.8449,0.7612,0.8667,0.7308,0.1492,0.9551,0.9,0.9444,0.8636,0.243,0.9386,0.7794,0.9259,0.6829
8,0.1792,0.8529,0.7463,0.875,0.7059,0.1528,0.9559,0.9083,0.9815,0.8485,0.2343,0.9498,0.8529,0.9429,0.7576
9,0.1712,0.8692,0.6866,0.8667,0.6346,0.152,0.9557,0.9,0.963,0.8485,0.248,0.9045,0.7353,0.8929,0.625
10,0.1673,0.7126,0.6567,0.5556,0.6724,0.1467,0.9548,0.8833,0.9074,0.8636,0.2536,0.8892,0.75,0.8485,0.6571
11,0.2002,0.771,0.5821,0.7222,0.5306,0.1472,0.9551,0.8917,0.9259,0.8636,0.2578,0.8663,0.7794,0.8519,0.7317
12,0.1694,0.8679,0.6716,0.8571,0.6226,0.1475,0.9551,0.9,0.9444,0.8636,0.2537,0.9033,0.8382,0.8519,0.8293
13,0.1778,0.8603,0.7015,0.7333,0.6923,0.1477,0.9554,0.9,0.9444,0.8636,0.2394,0.9246,0.8382,0.9667,0.7368
14,0.1641,0.8333,0.7015,0.75,0.6909,0.1469,0.9554,0.8833,0.9074,0.8636,0.2569,0.8884,0.75,0.7742,0.7297
15,0.1784,0.8692,0.7015,0.9333,0.6346,0.1472,0.9557,0.8917,0.9259,0.8636,0.2436,0.941,0.8676,0.9062,0.8333
16,0.1685,0.8833,0.7164,0.8667,0.6731,0.1475,0.9559,0.8917,0.9259,0.8636,0.2459,0.9041,0.8088,0.8387,0.7838
17,0.1603,0.8908,0.7313,0.8571,0.6981,0.1474,0.9559,0.8917,0.9259,0.8636,0.262,0.8607,0.7647,0.8235,0.7059
18,0.1907,0.7679,0.7313,0.6667,0.75,0.1477,0.9557,0.9,0.9444,0.8636,0.2476,0.9175,0.8824,0.875,0.8889
19,0.1725,0.8941,0.791,0.9412,0.74,0.1478,0.9557,0.9,0.9444,0.8636,0.2444,0.9169,0.8382,0.8788,0.8
